"Plot Title: A08_RH"
"#","Date Time, GMT-06:00","Temp, °C (LGR S/N: 20547360, SEN S/N: 20547360, LBL: Temp)","RH, % (LGR S/N: 20547360, SEN S/N: 20547360, LBL: RH)","Coupler Detached (LGR S/N: 20547360)","Coupler Attached (LGR S/N: 20547360)","Host Connected (LGR S/N: 20547360)","End Of File (LGR S/N: 20547360)"
94,03/28/19 15:30:00,20.484,11.346,,,,,First Sample Time: 05/16/19 11:29:19 AM GMT-06:00
95,03/28/19 16:00:00,19.651,11.242,,,,,Last Sample Time: 04/16/20 10:49:27 AM GMT-06:00
96,03/28/19 16:30:00,19.460,13.612,,,,,Event Type: Host Connected
97,03/28/19 17:00:00,19.199,11.994,,,,,Devices
98,03/28/19 17:30:00,18.414,11.577,,,,,Device Info
99,03/28/19 18:00:00,18.438,12.067,,,,,Product: HOBO U23-001 Temp/RH
100,03/28/19 18:30:00,18.438,12.486,,,,,Serial Number: 20547360
101,03/28/19 19:00:00,19.579,11.660,,,,,Version Number: 1.10
102,03/28/19 19:30:00,18.176,13.345,,,,,Manufacturer: Onset Computer Corporation
103,03/28/19 20:00:00,16.511,14.515,,,,,Device Memory: 65536
104,03/28/19 20:30:00,15.963,15.487,,,,,Header Created: 02/06/14 09:55:29 AM GMT-06:00
105,03/28/19 21:00:00,14.984,17.388,,,,,Deployment Info
106,03/28/19 21:30:00,14.050,18.967,,,,,Full Series Name: Host Connected
107,03/28/19 22:00:00,13.618,20.327,,,,,Launch Name: A08_RH
108,03/28/19 22:30:00,12.654,22.649,,,,,Deployment Number: 1
109,03/28/19 23:00:00,11.880,22.730,,,,,Launch Time: 03/26/19 08:16:11 AM GMT-06:00
110,03/28/19 23:30:00,10.712,25.762,,,,,Launch GMT Offset: -6 Hr 0 Min
111,03/29/19 00:00:00,10.565,24.299,,,,,Battery at Launch: 3.57 Volts
112,03/29/19 00:30:00,11.686,19.368,,,,,Series Statistics
113,03/29/19 01:00:00,12.171,16.691,,,,,Samples: 1
114,03/29/19 01:30:00,12.944,13.728,,,,,First Sample Time: 04/16/20 10:49:40 AM GMT-06:00
115,03/29/19 02:00:00,12.340,14.623,,,,,Last Sample Time: 04/16/20 10:49:40 AM GMT-06:00
116,03/29/19 02:30:00,12.001,20.328,,,,,Event Type: End Of File
117,03/29/19 03:00:00,9.756,33.553,,,,,Devices
118,03/29/19 03:30:00,8.717,36.800,,,,,Device Info
119,03/29/19 04:00:00,8.120,37.591,,,,,Product: HOBO U23-001 Temp/RH
120,03/29/19 04:30:00,7.670,38.236,,,,,Serial Number: 20547360
121,03/29/19 05:00:00,6.889,40.591,,,,,Version Number: 1.10
122,03/29/19 05:30:00,6.889,40.373,,,,,Manufacturer: Onset Computer Corporation
123,03/29/19 06:00:00,7.444,38.652,,,,,Device Memory: 65536
124,03/29/19 06:30:00,7.419,36.824,,,,,Header Created: 02/06/14 09:55:29 AM GMT-06:00
125,03/29/19 07:00:00,7.167,37.522,,,,,Deployment Info
126,03/29/19 07:30:00,6.864,37.585,,,,,Full Series Name: End Of File
127,03/29/19 08:00:00,7.015,39.669,,,,,Launch Name: A08_RH
128,03/29/19 08:30:00,7.217,39.003,,,,,Deployment Number: 1
129,03/29/19 09:00:00,7.519,37.748,,,,,Launch Time: 03/26/19 08:16:11 AM GMT-06:00
130,03/29/19 09:30:00,7.845,35.728,,,,,Launch GMT Offset: -6 Hr 0 Min
131,03/29/19 10:00:00,7.845,35.982,,,,,Battery at Launch: 3.57 Volts
132,03/29/19 10:30:00,8.990,31.423,,,,,Series Statistics
133,03/29/19 11:00:00,9.583,29.013,,,,,Samples: 1
134,03/29/19 11:30:00,10.345,27.148,,,,,First Sample Time: 04/16/20 10:49:40 AM GMT-06:00
135,03/29/19 12:00:00,10.712,25.070,,,,,Last Sample Time: 04/16/20 10:49:40 AM GMT-06:00
136,03/29/19 12:30:00,11.516,22.572,,,,
137,03/29/19 13:00:00,11.516,20.868,,,,
138,03/29/19 13:30:00,12.219,20.476,,,,
139,03/29/19 14:00:00,12.195,21.347,,,,
140,03/29/19 14:30:00,12.799,18.150,,,,
141,03/29/19 15:00:00,13.016,17.008,,,,
142,03/29/19 15:30:00,12.847,16.523,,,,
143,03/29/19 16:00:00,13.064,18.504,,,,
144,03/29/19 16:30:00,12.654,18.345,,,,
145,03/29/19 17:00:00,12.799,19.299,,,,
146,03/29/19 17:30:00,11.127,22.079,,,,
147,03/29/19 18:00:00,10.932,22.666,,,,
148,03/29/19 18:30:00,10.810,21.458,,,,
149,03/29/19 19:00:00,10.614,22.777,,,,
150,03/29/19 19:30:00,9.583,23.898,,,,
151,03/29/19 20:00:00,8.841,28.073,,,,
152,03/29/19 20:30:00,8.145,29.055,,,,
153,03/29/19 21:00:00,7.619,37.759,,,,
154,03/29/19 21:30:00,7.268,40.447,,,,
155,03/29/19 22:00:00,7.116,44.024,,,,
156,03/29/19 22:30:00,6.661,46.847,,,,
157,03/29/19 23:00:00,6.255,45.329,,,,
158,03/29/19 23:30:00,6.281,46.919,,,,
159,03/30/19 00:00:00,5.488,52.824,,,,
160,03/30/19 00:30:00,5.154,57.777,,,,
161,03/30/19 01:00:00,4.921,59.598,,,,
162,03/30/19 01:30:00,4.973,58.505,,,,
163,03/30/19 02:00:00,4.740,59.076,,,,
164,03/30/19 02:30:00,3.775,63.500,,,,
165,03/30/19 03:00:00,3.564,64.341,,,,
166,03/30/19 03:30:00,3.564,64.708,,,,
167,03/30/19 04:00:00,3.617,64.209,,,,
168,03/30/19 04:30:00,3.116,66.900,,,,
169,03/30/19 05:00:00,3.643,57.420,,,,
170,03/30/19 05:30:00,2.823,62.284,,,,
171,03/30/19 06:00:00,2.316,58.939,,,,
172,03/30/19 06:30:00,1.994,59.632,,,,
173,03/30/19 07:00:00,1.534,61.067,,,,
174,03/30/19 07:30:00,1.805,60.686,,,,
175,03/30/19 08:00:00,2.584,57.194,,,,
176,03/30/19 08:30:00,3.854,51.281,,,,
177,03/30/19 09:00:00,4.895,47.193,,,,
178,03/30/19 09:30:00,5.591,43.531,,,,
179,03/30/19 10:00:00,6.458,42.557,,,,
180,03/30/19 10:30:00,7.066,39.237,,,,
181,03/30/19 11:00:00,7.444,37.079,,,,
182,03/30/19 11:30:00,8.220,35.670,,,,
183,03/30/19 12:00:00,8.866,33.789,,,,
184,03/30/19 12:30:00,9.139,33.527,,,,
185,03/30/19 13:00:00,9.829,32.853,,,,
186,03/30/19 13:30:00,9.977,31.382,,,,
187,03/30/19 14:00:00,10.663,29.331,,,,
188,03/30/19 14:30:00,10.785,28.852,,,,
189,03/30/19 15:00:00,10.980,27.362,,,,
190,03/30/19 15:30:00,11.297,26.663,,,,
191,03/30/19 16:00:00,11.175,26.391,,,,
192,03/30/19 16:30:00,11.904,24.727,,,,
193,03/30/19 17:00:00,11.759,25.047,,,,
194,03/30/19 17:30:00,11.102,27.043,,,,
195,03/30/19 18:00:00,11.662,25.735,,,,
196,03/30/19 18:30:00,11.321,27.060,,,,
197,03/30/19 19:00:00,10.858,28.008,,,,
198,03/30/19 19:30:00,9.977,29.891,,,,
199,03/30/19 20:00:00,9.015,32.263,,,,
200,03/30/19 20:30:00,8.568,33.889,,,,
201,03/30/19 21:00:00,8.195,32.701,,,,
202,03/30/19 21:30:00,7.820,33.466,,,,
203,03/30/19 22:00:00,7.343,34.535,,,,
204,03/30/19 22:30:00,7.242,34.843,,,,
205,03/30/19 23:00:00,7.066,35.681,,,,
206,03/30/19 23:30:00,6.839,36.732,,,,
207,03/31/19 00:00:00,6.585,37.492,,,,
208,03/31/19 00:30:00,5.949,39.302,,,,
209,03/31/19 01:00:00,5.282,41.461,,,,
210,03/31/19 01:30:00,5.231,41.363,,,,
211,03/31/19 02:00:00,4.376,44.606,,,,
212,03/31/19 02:30:00,3.985,45.348,,,,
213,03/31/19 03:00:00,4.272,43.952,,,,
214,03/31/19 03:30:00,4.011,45.139,,,,
215,03/31/19 04:00:00,4.792,42.483,,,,
216,03/31/19 04:30:00,4.818,42.424,,,,
217,03/31/19 05:00:00,4.246,43.643,,,,
218,03/31/19 05:30:00,3.775,63.500,,,,
219,03/31/19 06:00:00,3.827,69.012,,,,
220,03/31/19 06:30:00,3.036,73.006,,,,
221,03/31/19 07:00:00,2.584,84.125,,,,
222,03/31/19 07:30:00,2.690,78.733,,,,
223,03/31/19 08:00:00,2.664,75.659,,,,
224,03/31/19 08:30:00,2.637,77.446,,,,
225,03/31/19 09:00:00,2.850,80.380,,,,
226,03/31/19 09:30:00,4.324,69.496,,,,
227,03/31/19 10:00:00,5.385,69.645,,,,
228,03/31/19 10:30:00,6.204,54.087,,,,
229,03/31/19 11:00:00,7.066,48.238,,,,
230,03/31/19 11:30:00,7.066,47.447,,,,
231,03/31/19 12:00:00,7.670,45.077,,,,
232,03/31/19 12:30:00,9.114,37.189,,,,
233,03/31/19 13:00:00,10.001,33.384,,,,
234,03/31/19 13:30:00,11.565,30.809,,,,
235,03/31/19 14:00:00,11.394,31.639,,,,
236,03/31/19 14:30:00,12.509,27.549,,,,
237,03/31/19 15:00:00,12.727,26.047,,,,
238,03/31/19 15:30:00,13.281,24.827,,,,
239,03/31/19 16:00:00,12.920,25.398,,,,
240,03/31/19 16:30:00,14.122,23.819,,,,
241,03/31/19 17:00:00,13.425,24.571,,,,
242,03/31/19 17:30:00,13.858,25.401,,,,
243,03/31/19 18:00:00,13.473,25.771,,,,
244,03/31/19 18:30:00,13.016,27.127,,,,
245,03/31/19 19:00:00,12.437,27.477,,,,
246,03/31/19 19:30:00,11.516,28.389,,,,
247,03/31/19 20:00:00,9.756,32.331,,,,
248,03/31/19 20:30:00,8.120,35.279,,,,
249,03/31/19 21:00:00,6.737,39.764,,,,
250,03/31/19 21:30:00,5.796,42.756,,,,
251,03/31/19 22:00:00,5.282,44.841,,,,
252,03/31/19 22:30:00,5.385,45.251,,,,
253,03/31/19 23:00:00,5.642,47.382,,,,
254,03/31/19 23:30:00,5.282,49.116,,,,
255,04/01/19 00:00:00,5.282,48.695,,,,
256,04/01/19 00:30:00,4.792,51.205,,,,
257,04/01/19 01:00:00,3.617,55.814,,,,
258,04/01/19 01:30:00,2.823,58.735,,,,
259,04/01/19 02:00:00,3.009,57.522,,,,
260,04/01/19 02:30:00,3.221,56.859,,,,
261,04/01/19 03:00:00,3.248,56.864,,,,
262,04/01/19 03:30:00,2.956,58.092,,,,
263,04/01/19 04:00:00,2.664,59.657,,,,
264,04/01/19 04:30:00,2.343,59.919,,,,
265,04/01/19 05:00:00,2.983,57.518,,,,
266,04/01/19 05:30:00,2.503,59.918,,,,
267,04/01/19 06:00:00,1.967,61.312,,,,
268,04/01/19 06:30:00,0.825,66.113,,,,
269,04/01/19 07:00:00,0.439,68.335,,,,
270,04/01/19 07:30:00,1.425,65.472,,,,
271,04/01/19 08:00:00,4.115,58.916,,,,
272,04/01/19 08:30:00,7.142,46.542,,,,
273,04/01/19 09:00:00,8.419,41.794,,,,
274,04/01/19 09:30:00,9.089,39.962,,,,
275,04/01/19 10:00:00,9.879,37.903,,,,
276,04/01/19 10:30:00,10.222,35.839,,,,
277,04/01/19 11:00:00,11.880,34.463,,,,
278,04/01/19 11:30:00,11.637,31.271,,,,
279,04/01/19 12:00:00,12.437,29.709,,,,
280,04/01/19 12:30:00,13.882,26.863,,,,
281,04/01/19 13:00:00,15.151,24.829,,,,
282,04/01/19 13:30:00,14.481,24.379,,,,
283,04/01/19 14:00:00,15.629,23.522,,,,
284,04/01/19 14:30:00,15.676,22.852,,,,
285,04/01/19 15:00:00,16.177,21.333,,,,
286,04/01/19 15:30:00,17.034,19.346,,,,
287,04/01/19 16:00:00,16.082,21.293,,,,
288,04/01/19 16:30:00,17.891,18.986,,,,
289,04/01/19 17:00:00,17.153,19.080,,,,
290,04/01/19 17:30:00,16.606,19.798,,,,
291,04/01/19 18:00:00,15.700,20.422,,,,
292,04/01/19 18:30:00,15.127,20.793,,,,
293,04/01/19 19:00:00,14.745,21.376,,,,
294,04/01/19 19:30:00,14.218,22.821,,,,
295,04/01/19 20:00:00,13.305,24.562,,,,
296,04/01/19 20:30:00,12.582,25.969,,,,
297,04/01/19 21:00:00,12.364,26.019,,,,
298,04/01/19 21:30:00,12.147,27.586,,,,
299,04/01/19 22:00:00,11.929,27.239,,,,
300,04/01/19 22:30:00,11.637,28.398,,,,
301,04/01/19 23:00:00,11.321,29.289,,,,
302,04/01/19 23:30:00,11.613,28.659,,,,
303,04/02/19 00:00:00,11.759,30.500,,,,
304,04/02/19 00:30:00,11.346,32.347,,,,
305,04/02/19 01:00:00,10.345,35.532,,,,
306,04/02/19 01:30:00,10.198,36.347,,,,
307,04/02/19 02:00:00,10.198,35.166,,,,
308,04/02/19 02:30:00,10.198,36.729,,,,
309,04/02/19 03:00:00,9.952,35.908,,,,
310,04/02/19 03:30:00,9.460,38.743,,,,
311,04/02/19 04:00:00,9.312,37.811,,,,
312,04/02/19 04:30:00,9.089,39.774,,,,
313,04/02/19 05:00:00,8.568,41.125,,,,
314,04/02/19 05:30:00,8.668,41.854,,,,
315,04/02/19 06:00:00,8.170,43.596,,,,
316,04/02/19 06:30:00,8.469,42.888,,,,
317,04/02/19 07:00:00,8.220,42.362,,,,
318,04/02/19 07:30:00,8.095,43.030,,,,
319,04/02/19 08:00:00,9.361,39.489,,,,
320,04/02/19 08:30:00,9.928,39.299,,,,
321,04/02/19 09:00:00,10.394,38.844,,,,
322,04/02/19 09:30:00,11.200,36.321,,,,
323,04/02/19 10:00:00,12.074,34.063,,,,
324,04/02/19 10:30:00,13.570,31.735,,,,
325,04/02/19 11:00:00,14.721,28.815,,,,
326,04/02/19 11:30:00,16.415,25.556,,,,
327,04/02/19 12:00:00,17.701,21.498,,,,
328,04/02/19 12:30:00,18.081,18.449,,,,
329,04/02/19 13:00:00,18.461,17.371,,,,
330,04/02/19 13:30:00,17.034,21.794,,,,
331,04/02/19 14:00:00,16.987,21.994,,,,
332,04/02/19 14:30:00,17.034,21.794,,,,
333,04/02/19 15:00:00,16.106,23.891,,,,
334,04/02/19 15:30:00,15.843,26.615,,,,
335,04/02/19 16:00:00,15.700,25.938,,,,
336,04/02/19 16:30:00,16.534,23.652,,,,
337,04/02/19 17:00:00,15.700,23.661,,,,
338,04/02/19 17:30:00,15.414,24.513,,,,
339,04/02/19 18:00:00,14.721,26.131,,,,
340,04/02/19 18:30:00,13.954,30.035,,,,
341,04/02/19 19:00:00,13.594,31.183,,,,
342,04/02/19 19:30:00,13.377,31.066,,,,
343,04/02/19 20:00:00,13.016,31.588,,,,
344,04/02/19 20:30:00,12.630,32.464,,,,
345,04/02/19 21:00:00,11.904,34.015,,,,
346,04/02/19 21:30:00,11.662,33.766,,,,
347,04/02/19 22:00:00,11.078,35.157,,,,
348,04/02/19 22:30:00,10.687,35.246,,,,
349,04/02/19 23:00:00,9.238,38.909,,,,
350,04/02/19 23:30:00,9.015,39.262,,,,
351,04/03/19 00:00:00,9.558,40.108,,,,
352,04/03/19 00:30:00,11.078,43.697,,,,
353,04/03/19 01:00:00,11.540,42.281,,,,
354,04/03/19 01:30:00,11.516,44.935,,,,
355,04/03/19 02:00:00,11.297,45.467,,,,
356,04/03/19 02:30:00,10.541,49.220,,,,
357,04/03/19 03:00:00,9.854,53.431,,,,
358,04/03/19 03:30:00,9.188,57.889,,,,
359,04/03/19 04:00:00,8.817,57.772,,,,
360,04/03/19 04:30:00,9.460,55.856,,,,
361,04/03/19 05:00:00,9.361,57.414,,,,
362,04/03/19 05:30:00,8.866,59.192,,,,
363,04/03/19 06:00:00,8.965,60.439,,,,
364,04/03/19 06:30:00,9.139,59.999,,,,
365,04/03/19 07:00:00,9.089,59.962,,,,
366,04/03/19 07:30:00,8.891,61.040,,,,
367,04/03/19 08:00:00,9.015,60.389,,,,
368,04/03/19 08:30:00,8.965,61.751,,,,
369,04/03/19 09:00:00,9.213,61.356,,,,
370,04/03/19 09:30:00,9.682,61.172,,,,
371,04/03/19 10:00:00,10.883,56.789,,,,
372,04/03/19 10:30:00,12.195,50.087,,,,
373,04/03/19 11:00:00,12.050,50.312,,,,
374,04/03/19 11:30:00,12.703,48.031,,,,
375,04/03/19 12:00:00,13.738,44.957,,,,
376,04/03/19 12:30:00,13.401,44.634,,,,
377,04/03/19 13:00:00,14.792,42.342,,,,
378,04/03/19 13:30:00,15.414,36.812,,,,
379,04/03/19 14:00:00,15.414,36.360,,,,
380,04/03/19 14:30:00,16.415,30.475,,,,
381,04/03/19 15:00:00,17.082,30.235,,,,
382,04/03/19 15:30:00,16.701,30.863,,,,
383,04/03/19 16:00:00,16.844,31.337,,,,
384,04/03/19 16:30:00,17.011,29.765,,,,
385,04/03/19 17:00:00,18.081,27.924,,,,
386,04/03/19 17:30:00,18.129,26.019,,,,
387,04/03/19 18:00:00,17.891,24.252,,,,
388,04/03/19 18:30:00,18.033,24.700,,,,
389,04/03/19 19:00:00,17.415,25.462,,,,
390,04/03/19 19:30:00,15.915,28.813,,,,
391,04/03/19 20:00:00,14.098,32.142,,,,
392,04/03/19 20:30:00,12.727,35.833,,,,
393,04/03/19 21:00:00,10.296,42.480,,,,
394,04/03/19 21:30:00,9.879,43.398,,,,
395,04/03/19 22:00:00,10.124,44.205,,,,
396,04/03/19 22:30:00,11.200,41.896,,,,
397,04/03/19 23:00:00,11.953,40.311,,,,
398,04/03/19 23:30:00,11.977,43.993,,,,
399,04/04/19 00:00:00,11.734,46.452,,,,
400,04/04/19 00:30:00,11.492,47.503,,,,
401,04/04/19 01:00:00,11.394,43.579,,,,
402,04/04/19 01:30:00,10.980,52.658,,,,
403,04/04/19 02:00:00,10.173,56.531,,,,
404,04/04/19 02:30:00,9.583,59.132,,,,
405,04/04/19 03:00:00,9.163,61.056,,,,
406,04/04/19 03:30:00,8.742,63.366,,,,
407,04/04/19 04:00:00,9.114,61.689,,,,
408,04/04/19 04:30:00,9.015,62.370,,,,
409,04/04/19 05:00:00,8.319,64.473,,,,
410,04/04/19 05:30:00,8.245,65.463,,,,
411,04/04/19 06:00:00,8.170,66.306,,,,
412,04/04/19 06:30:00,7.945,67.544,,,,
413,04/04/19 07:00:00,7.619,69.430,,,,
414,04/04/19 07:30:00,7.820,68.482,,,,
415,04/04/19 08:00:00,8.045,67.335,,,,
416,04/04/19 08:30:00,9.064,63.421,,,,
417,04/04/19 09:00:00,9.903,59.389,,,,
418,04/04/19 09:30:00,10.687,55.684,,,,
419,04/04/19 10:00:00,12.074,50.285,,,,
420,04/04/19 10:30:00,13.137,46.163,,,,
421,04/04/19 11:00:00,15.055,40.656,,,,
422,04/04/19 11:30:00,16.106,34.903,,,,
423,04/04/19 12:00:00,18.247,30.267,,,,
424,04/04/19 12:30:00,19.175,27.675,,,,
425,04/04/19 13:00:00,19.841,24.558,,,,
426,04/04/19 13:30:00,19.222,24.109,,,,
427,04/04/19 14:00:00,18.604,25.752,,,,
428,04/04/19 14:30:00,20.579,21.545,,,,
429,04/04/19 15:00:00,20.627,20.692,,,,
430,04/04/19 15:30:00,21.318,19.943,,,,
431,04/04/19 16:00:00,21.366,18.774,,,,
432,04/04/19 16:30:00,20.317,20.570,,,,
433,04/04/19 17:00:00,19.460,21.985,,,,
434,04/04/19 17:30:00,19.199,21.525,,,,
435,04/04/19 18:00:00,18.818,21.773,,,,
436,04/04/19 18:30:00,18.319,22.217,,,,
437,04/04/19 19:00:00,17.796,22.860,,,,
438,04/04/19 19:30:00,16.939,24.319,,,,
439,04/04/19 20:00:00,15.700,26.738,,,,
440,04/04/19 20:30:00,14.194,28.937,,,,
441,04/04/19 21:00:00,12.944,32.493,,,,
442,04/04/19 21:30:00,12.871,33.686,,,,
443,04/04/19 22:00:00,12.727,35.576,,,,
444,04/04/19 22:30:00,12.050,37.175,,,,
445,04/04/19 23:00:00,11.127,39.651,,,,
