Plot Title: B1 Mesa Top,,,,,
RID,Date,Time,Event,Details1,Details2
1,6/11/2013,32:23.0,107.58,Details,
2,6/11/2013,44:23.0,88.02,Series: H08 Temp., °F
3,6/11/2013,56:23.0,90.97,Devices,
4,6/11/2013,08:23.0,88.02,Device Info,
5,6/11/2013,20:23.0,85.82,Product: H08 Logger,
6,6/11/2013,32:23.0,88.74,Serial Number: 748077,
7,6/11/2013,44:23.0,87.28,Version Number: 0.00,
8,6/11/2013,56:23.0,86.56,Manufacturer: Onset Computer Corporation,
9,6/11/2013,08:23.0,78.01,Device Memory: 8192,
10,6/11/2013,20:23.0,73.15,Header Created: 05/24/18 05:08:28 PM GMT-06:00,
11,6/11/2013,32:23.0,66.96,Deployment Info,
12,6/11/2013,44:23.0,66.27,Full Series Name: H08 Temperature, °F
13,6/12/2013,56:23.0,63.54,Launch Name: B1 Mesa Top,
14,6/12/2013,08:23.0,61.48,Deployment Number: 12,
15,6/12/2013,20:23.0,60.8,Launch Time: 06/11/13 10:32:23 AM GMT-06:00,
16,6/12/2013,32:23.0,57.36,Logging Interval: 01 Hr 12 Min 00 Sec,
17,6/12/2013,44:23.0,57.36,Launch GMT Offset: -6 Hr 0 Min,
18,6/12/2013,56:23.0,67.66,Battery at Launch: Unknown,
19,6/12/2013,08:23.0,82.24,Series Statistics,
20,6/12/2013,20:23.0,86.56,Samples: 7,861
21,6/12/2013,32:23.0,86.56,Max: 107.58,
22,6/12/2013,44:23.0,92.46,Min: -0.49,
23,6/12/2013,56:23.0,88.02,Avg: 53.18,
24,6/12/2013,08:23.0,90.97,Std Dev (?): 20.64,
25,6/12/2013,20:23.0,90.21,First Sample Time: 06/11/13 10:32:23 AM GMT-06:00,
26,6/12/2013,32:23.0,90.21,Last Sample Time: 07/09/14 10:32:23 AM GMT-06:00,
27,6/12/2013,44:23.0,85.82,,
28,6/12/2013,56:23.0,82.24,,
29,6/12/2013,08:23.0,76.62,,
30,6/12/2013,20:23.0,70.39,,
31,6/12/2013,32:23.0,66.96,,
32,6/12/2013,44:23.0,64.22,,
33,6/13/2013,56:23.0,61.48,,
34,6/13/2013,08:23.0,60.12,,
35,6/13/2013,20:23.0,60.12,,
36,6/13/2013,32:23.0,60.12,,
37,6/13/2013,44:23.0,60.8,,
38,6/13/2013,56:23.0,73.15,,
39,6/13/2013,08:23.0,79.41,,
40,6/13/2013,20:23.0,86.56,,
41,6/13/2013,32:23.0,85.82,,
42,6/13/2013,44:23.0,88.74,,
43,6/13/2013,56:23.0,91.71,,
44,6/13/2013,08:23.0,90.21,,
45,6/13/2013,20:23.0,91.71,,
46,6/13/2013,32:23.0,85.1,,
47,6/13/2013,44:23.0,88.02,,
48,6/13/2013,56:23.0,87.28,,
49,6/13/2013,08:23.0,79.41,,
50,6/13/2013,20:23.0,74.53,,
51,6/13/2013,32:23.0,68.34,,
52,6/13/2013,44:23.0,62.17,,
53,6/14/2013,56:23.0,62.85,,
54,6/14/2013,08:23.0,58.73,,
55,6/14/2013,20:23.0,57.36,,
56,6/14/2013,32:23.0,55.98,,
57,6/14/2013,44:23.0,54.59,,
58,6/14/2013,56:23.0,64.22,,
59,6/14/2013,08:23.0,81.54,,
60,6/14/2013,20:23.0,85.1,,
61,6/14/2013,32:23.0,84.38,,
62,6/14/2013,44:23.0,88.02,,
63,6/14/2013,56:23.0,92.46,,
64,6/14/2013,08:23.0,90.21,,
65,6/14/2013,20:23.0,88.02,,
66,6/14/2013,32:23.0,87.28,,
67,6/14/2013,44:23.0,86.56,,
68,6/14/2013,56:23.0,84.38,,
69,6/14/2013,08:23.0,75.92,,
70,6/14/2013,20:23.0,68.34,,
71,6/14/2013,32:23.0,63.54,,
72,6/14/2013,44:23.0,61.48,,
73,6/15/2013,56:23.0,60.8,,
74,6/15/2013,08:23.0,57.36,,
75,6/15/2013,20:23.0,56.66,,
76,6/15/2013,32:23.0,54.59,,
77,6/15/2013,44:23.0,58.05,,
78,6/15/2013,56:23.0,67.66,,
79,6/15/2013,08:23.0,81.54,,
80,6/15/2013,20:23.0,80.82,,
81,6/15/2013,32:23.0,81.54,,
82,6/15/2013,44:23.0,86.56,,
83,6/15/2013,56:23.0,84.38,,
84,6/15/2013,08:23.0,83.66,,
85,6/15/2013,20:23.0,83.66,,
86,6/15/2013,32:23.0,81.54,,
87,6/15/2013,44:23.0,82.96,,
88,6/15/2013,56:23.0,77.31,,
89,6/15/2013,08:23.0,72.46,,
90,6/15/2013,20:23.0,67.66,,
91,6/15/2013,32:23.0,66.27,,
92,6/15/2013,44:23.0,65.59,,
93,6/16/2013,56:23.0,65.59,,
94,6/16/2013,08:23.0,65.59,,
95,6/16/2013,20:23.0,62.85,,
96,6/16/2013,32:23.0,62.85,,
97,6/16/2013,44:23.0,61.48,,
98,6/16/2013,56:23.0,66.96,,
99,6/16/2013,08:23.0,71.76,,
100,6/16/2013,20:23.0,82.96,,
101,6/16/2013,32:23.0,85.1,,
102,6/16/2013,44:23.0,88.74,,
103,6/16/2013,56:23.0,91.71,,
104,6/16/2013,08:23.0,85.82,,
105,6/16/2013,20:23.0,86.56,,
106,6/16/2013,32:23.0,88.02,,
107,6/16/2013,44:23.0,87.28,,
108,6/16/2013,56:23.0,84.38,,
109,6/16/2013,08:23.0,75.22,,
110,6/16/2013,20:23.0,68.34,,
111,6/16/2013,32:23.0,65.59,,
112,6/16/2013,44:23.0,61.48,,
113,6/17/2013,56:23.0,61.48,,
114,6/17/2013,08:23.0,60.12,,
115,6/17/2013,20:23.0,57.36,,
116,6/17/2013,32:23.0,55.98,,
117,6/17/2013,44:23.0,55.27,,
118,6/17/2013,56:23.0,64.22,,
119,6/17/2013,08:23.0,83.66,,
120,6/17/2013,20:23.0,86.56,,
121,6/17/2013,32:23.0,86.56,,
122,6/17/2013,44:23.0,90.21,,
123,6/17/2013,56:23.0,95.49,,
124,6/17/2013,08:23.0,89.47,,
125,6/17/2013,20:23.0,89.47,,
126,6/17/2013,32:23.0,88.74,,
127,6/17/2013,44:23.0,88.02,,
128,6/17/2013,56:23.0,85.1,,
129,6/17/2013,08:23.0,75.92,,
130,6/17/2013,20:23.0,68.34,,
131,6/17/2013,32:23.0,63.54,,
132,6/17/2013,44:23.0,61.48,,
133,6/18/2013,56:23.0,60.12,,
134,6/18/2013,08:23.0,60.12,,
135,6/18/2013,20:23.0,59.41,,
136,6/18/2013,32:23.0,55.98,,
137,6/18/2013,44:23.0,55.98,,
138,6/18/2013,56:23.0,66.96,,
139,6/18/2013,08:23.0,79.41,,
140,6/18/2013,20:23.0,84.38,,
141,6/18/2013,32:23.0,85.1,,
142,6/18/2013,44:23.0,89.47,,
143,6/18/2013,56:23.0,93.97,,
144,6/18/2013,08:23.0,89.47,,
145,6/18/2013,20:23.0,88.02,,
146,6/18/2013,32:23.0,89.47,,
147,6/18/2013,44:23.0,88.74,,
148,6/18/2013,56:23.0,86.56,,
149,6/18/2013,08:23.0,76.62,,
150,6/18/2013,20:23.0,69.03,,
151,6/18/2013,32:23.0,64.22,,
152,6/18/2013,44:23.0,62.85,,
153,6/19/2013,56:23.0,62.85,,
154,6/19/2013,08:23.0,63.54,,
155,6/19/2013,20:23.0,59.41,,
156,6/19/2013,32:23.0,57.36,,
157,6/19/2013,44:23.0,55.98,,
158,6/19/2013,56:23.0,66.27,,
159,6/19/2013,08:23.0,77.31,,
160,6/19/2013,20:23.0,82.96,,
161,6/19/2013,32:23.0,82.24,,
162,6/19/2013,44:23.0,87.28,,
163,6/19/2013,56:23.0,91.71,,
164,6/19/2013,08:23.0,89.47,,
165,6/19/2013,20:23.0,88.02,,
166,6/19/2013,32:23.0,89.47,,
167,6/19/2013,44:23.0,88.02,,
168,6/19/2013,56:23.0,85.1,,
169,6/19/2013,08:23.0,77.31,,
170,6/19/2013,20:23.0,72.46,,
171,6/19/2013,32:23.0,69.71,,
172,6/19/2013,44:23.0,62.85,,
173,6/20/2013,56:23.0,60.12,,
174,6/20/2013,08:23.0,56.66,,
175,6/20/2013,20:23.0,55.98,,
176,6/20/2013,32:23.0,53.19,,
177,6/20/2013,44:23.0,53.89,,
178,6/20/2013,56:23.0,62.85,,
179,6/20/2013,08:23.0,78.71,,
180,6/20/2013,20:23.0,83.66,,
181,6/20/2013,32:23.0,82.96,,
182,6/20/2013,44:23.0,86.56,,
183,6/20/2013,56:23.0,90.97,,
184,6/20/2013,08:23.0,88.02,,
185,6/20/2013,20:23.0,87.28,,
186,6/20/2013,32:23.0,88.02,,
187,6/20/2013,44:23.0,88.02,,
188,6/20/2013,56:23.0,85.1,,
189,6/20/2013,08:23.0,75.22,,
190,6/20/2013,20:23.0,72.46,,
191,6/20/2013,32:23.0,66.96,,
192,6/20/2013,44:23.0,63.54,,
193,6/21/2013,56:23.0,60.8,,
194,6/21/2013,08:23.0,56.66,,
195,6/21/2013,20:23.0,53.89,,
196,6/21/2013,32:23.0,51.08,,
197,6/21/2013,44:23.0,51.78,,
198,6/21/2013,56:23.0,63.54,,
199,6/21/2013,08:23.0,78.01,,
200,6/21/2013,20:23.0,84.38,,
201,6/21/2013,32:23.0,82.96,,
202,6/21/2013,44:23.0,87.28,,
203,6/21/2013,56:23.0,90.21,,
204,6/21/2013,08:23.0,89.47,,
205,6/21/2013,20:23.0,88.02,,
206,6/21/2013,32:23.0,88.02,,
207,6/21/2013,44:23.0,86.56,,
208,6/21/2013,56:23.0,84.38,,
209,6/21/2013,08:23.0,75.92,,
210,6/21/2013,20:23.0,71.76,,
211,6/21/2013,32:23.0,66.27,,
212,6/21/2013,44:23.0,62.85,,
213,6/22/2013,56:23.0,59.41,,
214,6/22/2013,08:23.0,58.05,,
215,6/22/2013,20:23.0,55.98,,
216,6/22/2013,32:23.0,53.89,,
217,6/22/2013,44:23.0,52.48,,
218,6/22/2013,56:23.0,64.22,,
219,6/22/2013,08:23.0,79.41,,
220,6/22/2013,20:23.0,84.38,,
221,6/22/2013,32:23.0,83.66,,
222,6/22/2013,44:23.0,87.28,,
223,6/22/2013,56:23.0,90.97,,
224,6/22/2013,08:23.0,87.28,,
225,6/22/2013,20:23.0,85.1,,
226,6/22/2013,32:23.0,85.82,,
227,6/22/2013,44:23.0,86.56,,
228,6/22/2013,56:23.0,83.66,,
229,6/22/2013,08:23.0,75.22,,
230,6/22/2013,20:23.0,68.34,,
231,6/22/2013,32:23.0,63.54,,
232,6/22/2013,44:23.0,61.48,,
233,6/23/2013,56:23.0,60.12,,
234,6/23/2013,08:23.0,58.73,,
235,6/23/2013,20:23.0,58.05,,
236,6/23/2013,32:23.0,55.98,,
237,6/23/2013,44:23.0,55.27,,
238,6/23/2013,56:23.0,64.22,,
239,6/23/2013,08:23.0,80.11,,
240,6/23/2013,20:23.0,86.56,,
241,6/23/2013,32:23.0,86.56,,
242,6/23/2013,44:23.0,88.02,,
243,6/23/2013,56:23.0,85.82,,
244,6/23/2013,08:23.0,88.02,,
245,6/23/2013,20:23.0,85.1,,
246,6/23/2013,32:23.0,88.02,,
247,6/23/2013,44:23.0,88.02,,
248,6/23/2013,56:23.0,85.1,,
249,6/23/2013,08:23.0,75.22,,
250,6/23/2013,20:23.0,69.71,,
251,6/23/2013,32:23.0,66.27,,
252,6/23/2013,44:23.0,67.66,,
253,6/24/2013,56:23.0,67.66,,
254,6/24/2013,08:23.0,64.9,,
255,6/24/2013,20:23.0,61.48,,
256,6/24/2013,32:23.0,60.12,,
257,6/24/2013,44:23.0,61.48,,
258,6/24/2013,56:23.0,68.34,,
259,6/24/2013,08:23.0,71.08,,
260,6/24/2013,20:23.0,78.01,,
261,6/24/2013,32:23.0,80.82,,
262,6/24/2013,44:23.0,85.1,,
263,6/24/2013,56:23.0,82.24,,
264,6/24/2013,08:23.0,83.66,,
265,6/24/2013,20:23.0,83.66,,
266,6/24/2013,32:23.0,79.41,,
267,6/24/2013,44:23.0,77.31,,
268,6/24/2013,56:23.0,75.92,,
269,6/24/2013,08:23.0,73.15,,
270,6/24/2013,20:23.0,71.76,,
271,6/24/2013,32:23.0,68.34,,
272,6/24/2013,44:23.0,68.34,,
273,6/25/2013,56:23.0,63.54,,
274,6/25/2013,08:23.0,60.12,,
275,6/25/2013,20:23.0,57.36,,
276,6/25/2013,32:23.0,55.98,,
277,6/25/2013,44:23.0,54.59,,
278,6/25/2013,56:23.0,64.22,,
279,6/25/2013,08:23.0,76.62,,
280,6/25/2013,20:23.0,80.82,,
281,6/25/2013,32:23.0,82.24,,
282,6/25/2013,44:23.0,85.1,,
283,6/25/2013,56:23.0,89.47,,
284,6/25/2013,08:23.0,87.28,,
285,6/25/2013,20:23.0,85.82,,
286,6/25/2013,32:23.0,87.28,,
287,6/25/2013,44:23.0,86.56,,
288,6/25/2013,56:23.0,85.82,,
289,6/25/2013,08:23.0,76.62,,
290,6/25/2013,20:23.0,69.71,,
291,6/25/2013,32:23.0,66.27,,
292,6/25/2013,44:23.0,62.85,,
293,6/26/2013,56:23.0,62.17,,
294,6/26/2013,08:23.0,60.8,,
295,6/26/2013,20:23.0,60.12,,
296,6/26/2013,32:23.0,58.73,,
297,6/26/2013,44:23.0,58.05,,
298,6/26/2013,56:23.0,67.66,,
299,6/26/2013,08:23.0,81.54,,
300,6/26/2013,20:23.0,86.56,,
301,6/26/2013,32:23.0,88.74,,
302,6/26/2013,44:23.0,93.22,,
303,6/26/2013,56:23.0,96.26,,
304,6/26/2013,08:23.0,93.97,,
305,6/26/2013,20:23.0,93.22,,
306,6/26/2013,32:23.0,93.22,,
307,6/26/2013,44:23.0,93.22,,
308,6/26/2013,56:23.0,90.97,,
309,6/26/2013,08:23.0,81.54,,
310,6/26/2013,20:23.0,73.83,,
311,6/26/2013,32:23.0,71.08,,
312,6/26/2013,44:23.0,67.66,,
313,6/27/2013,56:23.0,66.27,,
314,6/27/2013,08:23.0,64.9,,
315,6/27/2013,20:23.0,64.22,,
316,6/27/2013,32:23.0,63.54,,
317,6/27/2013,44:23.0,62.85,,
318,6/27/2013,56:23.0,71.76,,
319,6/27/2013,08:23.0,88.74,,
320,6/27/2013,20:23.0,94.73,,
321,6/27/2013,32:23.0,97.03,,
322,6/27/2013,44:23.0,99.39,,
323,6/27/2013,56:23.0,103.41,,
324,6/27/2013,08:23.0,99.39,,
325,6/27/2013,20:23.0,99.39,,
326,6/27/2013,32:23.0,99.39,,
327,6/27/2013,44:23.0,100.18,,
328,6/27/2013,56:23.0,97.03,,
329,6/27/2013,08:23.0,88.02,,
330,6/27/2013,20:23.0,81.54,,
331,6/27/2013,32:23.0,78.01,,
332,6/27/2013,44:23.0,74.53,,
333,6/28/2013,56:23.0,72.46,,
334,6/28/2013,08:23.0,72.46,,
335,6/28/2013,20:23.0,72.46,,
336,6/28/2013,32:23.0,71.08,,
337,6/28/2013,44:23.0,71.76,,
338,6/28/2013,56:23.0,77.31,,
339,6/28/2013,08:23.0,87.28,,
340,6/28/2013,20:23.0,89.47,,
341,6/28/2013,32:23.0,94.73,,
342,6/28/2013,44:23.0,99.39,,
343,6/28/2013,56:23.0,104.23,,
344,6/28/2013,08:23.0,100.98,,
345,6/28/2013,20:23.0,100.98,,
346,6/28/2013,32:23.0,102.6,,
347,6/28/2013,44:23.0,100.18,,
348,6/28/2013,56:23.0,97.03,,
349,6/28/2013,08:23.0,90.21,,
350,6/28/2013,20:23.0,85.82,,
351,6/28/2013,32:23.0,82.24,,
352,6/28/2013,44:23.0,77.31,,
353,6/29/2013,56:23.0,76.62,,
354,6/29/2013,08:23.0,74.53,,
355,6/29/2013,20:23.0,70.39,,
356,6/29/2013,32:23.0,67.66,,
357,6/29/2013,44:23.0,68.34,,
358,6/29/2013,56:23.0,76.62,,
359,6/29/2013,08:23.0,85.1,,
360,6/29/2013,20:23.0,90.97,,
361,6/29/2013,32:23.0,93.97,,
362,6/29/2013,44:23.0,97.83,,
363,6/29/2013,56:23.0,102.6,,
364,6/29/2013,08:23.0,99.39,,
365,6/29/2013,20:23.0,99.39,,
366,6/29/2013,32:23.0,95.49,,
367,6/29/2013,44:23.0,93.22,,
368,6/29/2013,56:23.0,90.21,,
369,6/29/2013,08:23.0,85.82,,
370,6/29/2013,20:23.0,83.66,,
371,6/29/2013,32:23.0,80.82,,
372,6/29/2013,44:23.0,79.41,,
373,6/30/2013,56:23.0,75.22,,
374,6/30/2013,08:23.0,73.83,,
375,6/30/2013,20:23.0,71.76,,
376,6/30/2013,32:23.0,67.66,,
377,6/30/2013,44:23.0,66.27,,
378,6/30/2013,56:23.0,75.22,,
379,6/30/2013,08:23.0,88.74,,
380,6/30/2013,20:23.0,89.47,,
381,6/30/2013,32:23.0,94.73,,
382,6/30/2013,44:23.0,97.03,,
383,6/30/2013,56:23.0,99.39,,
384,6/30/2013,08:23.0,97.03,,
385,6/30/2013,20:23.0,97.83,,
386,6/30/2013,32:23.0,91.71,,
387,6/30/2013,44:23.0,88.02,,
388,6/30/2013,56:23.0,85.82,,
389,6/30/2013,08:23.0,82.96,,
390,6/30/2013,20:23.0,77.31,,
391,6/30/2013,32:23.0,72.46,,
392,6/30/2013,44:23.0,73.15,,
393,7/1/2013,56:23.0,72.46,,
394,7/1/2013,08:23.0,71.76,,
395,7/1/2013,20:23.0,69.71,,
396,7/1/2013,32:23.0,69.03,,
397,7/1/2013,44:23.0,69.03,,
398,7/1/2013,56:23.0,72.46,,
399,7/1/2013,08:23.0,82.96,,
400,7/1/2013,20:23.0,90.21,,
401,7/1/2013,32:23.0,91.71,,
402,7/1/2013,44:23.0,96.26,,
403,7/1/2013,56:23.0,96.26,,
404,7/1/2013,08:23.0,97.83,,
405,7/1/2013,20:23.0,94.73,,
406,7/1/2013,32:23.0,95.49,,
407,7/1/2013,44:23.0,94.73,,
408,7/1/2013,56:23.0,89.47,,
409,7/1/2013,08:23.0,85.1,,
410,7/1/2013,20:23.0,78.01,,
411,7/1/2013,32:23.0,75.22,,
412,7/1/2013,44:23.0,74.53,,
413,7/2/2013,56:23.0,70.39,,
414,7/2/2013,08:23.0,72.46,,
415,7/2/2013,20:23.0,70.39,,
416,7/2/2013,32:23.0,68.34,,
417,7/2/2013,44:23.0,67.66,,
418,7/2/2013,56:23.0,69.71,,
419,7/2/2013,08:23.0,79.41,,
420,7/2/2013,20:23.0,85.1,,
421,7/2/2013,32:23.0,86.56,,
422,7/2/2013,44:23.0,92.46,,
423,7/2/2013,56:23.0,96.26,,
424,7/2/2013,08:23.0,96.26,,
425,7/2/2013,20:23.0,94.73,,
426,7/2/2013,32:23.0,94.73,,
427,7/2/2013,44:23.0,93.97,,
428,7/2/2013,56:23.0,91.71,,
429,7/2/2013,08:23.0,85.1,,
430,7/2/2013,20:23.0,76.62,,
431,7/2/2013,32:23.0,73.83,,
432,7/2/2013,44:23.0,71.76,,
433,7/3/2013,56:23.0,69.71,,
434,7/3/2013,08:23.0,70.39,,
435,7/3/2013,20:23.0,68.34,,
436,7/3/2013,32:23.0,66.96,,
437,7/3/2013,44:23.0,64.9,,
438,7/3/2013,56:23.0,69.71,,
439,7/3/2013,08:23.0,78.71,,
440,7/3/2013,20:23.0,85.82,,
441,7/3/2013,32:23.0,87.28,,
442,7/3/2013,44:23.0,93.97,,
443,7/3/2013,56:23.0,97.03,,
444,7/3/2013,08:23.0,93.97,,
445,7/3/2013,20:23.0,94.73,,
446,7/3/2013,32:23.0,95.49,,
447,7/3/2013,44:23.0,93.22,,
448,7/3/2013,56:23.0,88.74,,
449,7/3/2013,08:23.0,85.1,,
450,7/3/2013,20:23.0,79.41,,
451,7/3/2013,32:23.0,78.71,,
452,7/3/2013,44:23.0,76.62,,
453,7/4/2013,56:23.0,75.92,,
454,7/4/2013,08:23.0,73.83,,
455,7/4/2013,20:23.0,71.08,,
456,7/4/2013,32:23.0,69.03,,
457,7/4/2013,44:23.0,66.27,,
458,7/4/2013,56:23.0,71.08,,
459,7/4/2013,08:23.0,84.38,,
460,7/4/2013,20:23.0,82.96,,
461,7/4/2013,32:23.0,88.02,,
462,7/4/2013,44:23.0,90.97,,
463,7/4/2013,56:23.0,90.97,,
464,7/4/2013,08:23.0,96.26,,
465,7/4/2013,20:23.0,93.22,,
466,7/4/2013,32:23.0,91.71,,
467,7/4/2013,44:23.0,87.28,,
468,7/4/2013,56:23.0,84.38,,
469,7/4/2013,08:23.0,81.54,,
470,7/4/2013,20:23.0,76.62,,
471,7/4/2013,32:23.0,75.22,,
472,7/4/2013,44:23.0,72.46,,
473,7/5/2013,56:23.0,69.71,,
474,7/5/2013,08:23.0,69.03,,
475,7/5/2013,20:23.0,67.66,,
476,7/5/2013,32:23.0,69.71,,
477,7/5/2013,44:23.0,69.71,,
478,7/5/2013,56:23.0,75.92,,
479,7/5/2013,08:23.0,85.1,,
480,7/5/2013,20:23.0,87.28,,
481,7/5/2013,32:23.0,90.97,,
482,7/5/2013,44:23.0,93.22,,
483,7/5/2013,56:23.0,94.73,,
484,7/5/2013,08:23.0,96.26,,
485,7/5/2013,20:23.0,93.97,,
486,7/5/2013,32:23.0,84.38,,
487,7/5/2013,44:23.0,81.54,,
488,7/5/2013,56:23.0,78.71,,
489,7/5/2013,08:23.0,76.62,,
490,7/5/2013,20:23.0,75.92,,
491,7/5/2013,32:23.0,74.53,,
492,7/5/2013,44:23.0,74.53,,
493,7/6/2013,56:23.0,73.83,,
494,7/6/2013,08:23.0,71.08,,
495,7/6/2013,20:23.0,68.34,,
496,7/6/2013,32:23.0,66.96,,
497,7/6/2013,44:23.0,64.22,,
498,7/6/2013,56:23.0,71.08,,
499,7/6/2013,08:23.0,80.82,,
500,7/6/2013,20:23.0,88.02,,
501,7/6/2013,32:23.0,87.28,,
502,7/6/2013,44:23.0,88.02,,
503,7/6/2013,56:23.0,90.97,,
504,7/6/2013,08:23.0,93.22,,
505,7/6/2013,20:23.0,91.71,,
506,7/6/2013,32:23.0,90.21,,
507,7/6/2013,44:23.0,85.1,,
508,7/6/2013,56:23.0,79.41,,
509,7/6/2013,08:23.0,76.62,,
510,7/6/2013,20:23.0,71.76,,
511,7/6/2013,32:23.0,66.27,,
512,7/6/2013,44:23.0,66.27,,
513,7/7/2013,56:23.0,64.22,,
514,7/7/2013,08:23.0,63.54,,
515,7/7/2013,20:23.0,61.48,,
516,7/7/2013,32:23.0,60.12,,
517,7/7/2013,44:23.0,60.12,,
518,7/7/2013,56:23.0,69.03,,
519,7/7/2013,08:23.0,80.82,,
520,7/7/2013,20:23.0,88.74,,
521,7/7/2013,32:23.0,88.74,,
522,7/7/2013,44:23.0,91.71,,
523,7/7/2013,56:23.0,97.03,,
524,7/7/2013,08:23.0,94.73,,
525,7/7/2013,20:23.0,93.22,,
526,7/7/2013,32:23.0,94.73,,
527,7/7/2013,44:23.0,88.02,,
528,7/7/2013,56:23.0,75.22,,
529,7/7/2013,08:23.0,72.46,,
530,7/7/2013,20:23.0,71.08,,
531,7/7/2013,32:23.0,67.66,,
532,7/7/2013,44:23.0,66.27,,
533,7/8/2013,56:23.0,64.22,,
534,7/8/2013,08:23.0,64.9,,
535,7/8/2013,20:23.0,66.27,,
536,7/8/2013,32:23.0,65.59,,
537,7/8/2013,44:23.0,63.54,,
538,7/8/2013,56:23.0,71.08,,
539,7/8/2013,08:23.0,84.38,,
540,7/8/2013,20:23.0,90.97,,
541,7/8/2013,32:23.0,90.21,,
542,7/8/2013,44:23.0,95.49,,
543,7/8/2013,56:23.0,98.6,,
544,7/8/2013,08:23.0,93.22,,
545,7/8/2013,20:23.0,95.49,,
546,7/8/2013,32:23.0,94.73,,
547,7/8/2013,44:23.0,93.22,,
548,7/8/2013,56:23.0,87.28,,
549,7/8/2013,08:23.0,82.96,,
550,7/8/2013,20:23.0,78.71,,
551,7/8/2013,32:23.0,76.62,,
552,7/8/2013,44:23.0,74.53,,
553,7/9/2013,56:23.0,74.53,,
554,7/9/2013,08:23.0,70.39,,
555,7/9/2013,20:23.0,69.71,,
556,7/9/2013,32:23.0,68.34,,
557,7/9/2013,44:23.0,66.96,,
558,7/9/2013,56:23.0,73.83,,
559,7/9/2013,08:23.0,83.66,,
560,7/9/2013,20:23.0,91.71,,
561,7/9/2013,32:23.0,93.22,,
562,7/9/2013,44:23.0,93.97,,
563,7/9/2013,56:23.0,96.26,,
564,7/9/2013,08:23.0,96.26,,
565,7/9/2013,20:23.0,93.97,,
566,7/9/2013,32:23.0,97.03,,
567,7/9/2013,44:23.0,95.49,,
568,7/9/2013,56:23.0,92.46,,
569,7/9/2013,08:23.0,83.66,,
570,7/9/2013,20:23.0,78.71,,
571,7/9/2013,32:23.0,75.22,,
572,7/9/2013,44:23.0,72.46,,
573,7/10/2013,56:23.0,69.03,,
574,7/10/2013,08:23.0,67.66,,
575,7/10/2013,20:23.0,66.96,,
576,7/10/2013,32:23.0,66.27,,
577,7/10/2013,44:23.0,65.59,,
578,7/10/2013,56:23.0,71.76,,
579,7/10/2013,08:23.0,86.56,,
580,7/10/2013,20:23.0,92.46,,
581,7/10/2013,32:23.0,93.97,,
582,7/10/2013,44:23.0,99.39,,
583,7/10/2013,56:23.0,100.18,,
584,7/10/2013,08:23.0,97.83,,
585,7/10/2013,20:23.0,97.83,,
586,7/10/2013,32:23.0,98.6,,
587,7/10/2013,44:23.0,97.83,,
588,7/10/2013,56:23.0,94.73,,
589,7/10/2013,08:23.0,85.1,,
590,7/10/2013,20:23.0,79.41,,
591,7/10/2013,32:23.0,78.71,,
592,7/10/2013,44:23.0,75.92,,
593,7/11/2013,56:23.0,74.53,,
594,7/11/2013,08:23.0,72.46,,
595,7/11/2013,20:23.0,71.08,,
596,7/11/2013,32:23.0,69.71,,
597,7/11/2013,44:23.0,69.03,,
598,7/11/2013,56:23.0,73.15,,
599,7/11/2013,08:23.0,77.31,,
600,7/11/2013,20:23.0,78.71,,
601,7/11/2013,32:23.0,86.56,,
602,7/11/2013,44:23.0,90.97,,
603,7/11/2013,56:23.0,93.97,,
604,7/11/2013,08:23.0,89.47,,
605,7/11/2013,20:23.0,87.28,,
606,7/11/2013,32:23.0,71.76,,
607,7/11/2013,44:23.0,76.62,,
608,7/11/2013,56:23.0,79.41,,
609,7/11/2013,08:23.0,73.83,,
610,7/11/2013,20:23.0,71.76,,
611,7/11/2013,32:23.0,68.34,,
612,7/11/2013,44:23.0,66.96,,
613,7/12/2013,56:23.0,65.59,,
614,7/12/2013,08:23.0,62.85,,
615,7/12/2013,20:23.0,60.8,,
616,7/12/2013,32:23.0,59.41,,
617,7/12/2013,44:23.0,60.12,,
618,7/12/2013,56:23.0,66.96,,
619,7/12/2013,08:23.0,78.01,,
620,7/12/2013,20:23.0,84.38,,
621,7/12/2013,32:23.0,82.96,,
622,7/12/2013,44:23.0,87.28,,
623,7/12/2013,56:23.0,85.82,,
624,7/12/2013,08:23.0,85.1,,
625,7/12/2013,20:23.0,85.82,,
626,7/12/2013,32:23.0,85.82,,
627,7/12/2013,44:23.0,88.02,,
628,7/12/2013,56:23.0,83.66,,
629,7/12/2013,08:23.0,78.71,,
630,7/12/2013,20:23.0,64.9,,
631,7/12/2013,32:23.0,60.8,,
632,7/12/2013,44:23.0,61.48,,
633,7/13/2013,56:23.0,61.48,,
634,7/13/2013,08:23.0,60.8,,
635,7/13/2013,20:23.0,59.41,,
636,7/13/2013,32:23.0,57.36,,
637,7/13/2013,44:23.0,56.66,,
638,7/13/2013,56:23.0,60.8,,
639,7/13/2013,08:23.0,72.46,,
640,7/13/2013,20:23.0,79.41,,
641,7/13/2013,32:23.0,78.01,,
642,7/13/2013,44:23.0,82.24,,
643,7/13/2013,56:23.0,88.74,,
644,7/13/2013,08:23.0,85.82,,
645,7/13/2013,20:23.0,87.28,,
646,7/13/2013,32:23.0,89.47,,
647,7/13/2013,44:23.0,89.47,,
648,7/13/2013,56:23.0,89.47,,
