"Plot Title: A09_PRCP"
"#","Date Time, GMT-06:00","Event, Event (LGR S/N: 20551773, SEN S/N: 20551773, LBL: PRCP)","Coupler Attached (LGR S/N: 20551773)","Host Connected (LGR S/N: 20551773)","Coupler Detached (LGR S/N: 20551773)","End Of File (LGR S/N: 20551773)"
1,03/25/19 17:00:00,0.00,,,,,Details
2,04/10/19 03:59:39,1.00,,,,,Series: Event, Event (PRCP)
3,04/10/19 04:26:56,2.00,,,,,Devices
4,04/10/19 04:34:03,3.00,,,,,Device Info
5,04/10/19 08:52:51,4.00,,,,,Product: HOBO UA-003-64 Pendant Temp/Event
6,04/10/19 10:17:11,5.00,,,,,Serial Number: 20551773
7,04/10/19 10:30:57,6.00,,,,,Version Number: 1.17
8,04/10/19 10:53:01,7.00,,,,,Manufacturer: Onset Computer Corp.
9,04/10/19 11:09:17,8.00,,,,,Device Memory: 65536
10,04/10/19 11:26:51,9.00,,,,,Header Created: 09/04/13 09:40:47 AM GMT-06:00
11,04/10/19 12:28:24,10.00,,,,,Deployment Info
12,04/10/19 18:12:19,11.00,,,,,Full Series Name: Event, Event
13,04/10/19 19:08:52,12.00,,,,,Sensor Label: PRCP
14,04/10/19 19:49:28,13.00,,,,,Launch Name: A09_PRCP
15,04/10/19 20:01:32,14.00,,,,,Deployment Number: 3
16,04/11/19 14:14:43,15.00,,,,,Launch Time: 03/25/19 07:35:17 AM GMT-06:00
17,04/11/19 17:21:29,16.00,,,,,Launch GMT Offset: -6 Hr 0 Min
18,04/11/19 17:32:34,17.00,,,,,Battery at Launch: 3.12 Volts
19,04/16/19 22:08:47,18.00,,,,,Launching Program: HOBOware -3.7.16_1108_1030_Windows
20,04/17/19 07:04:12,19.00,,,,,Series Statistics
21,04/22/19 21:49:35,20.00,,,,,Samples: 242
22,04/22/19 22:06:37,21.00,,,,,First Sample Time: 03/25/19 05:00:00 PM GMT-06:00
23,04/26/19 21:40:29,22.00,,,,,Last Sample Time: 06/21/19 10:23:06 PM GMT-06:00
24,04/26/19 22:50:00,23.00,,,,,Event Type: Coupler Attached
25,04/29/19 16:24:32,24.00,,,,,Devices
26,04/29/19 16:25:32,25.00,,,,,Device Info
27,04/29/19 16:27:26,26.00,,,,,Product: HOBO UA-003-64 Pendant Temp/Event
28,04/29/19 16:30:26,27.00,,,,,Serial Number: 20551773
29,04/29/19 16:33:16,28.00,,,,,Version Number: 1.17
30,04/29/19 16:38:27,29.00,,,,,Manufacturer: Onset Computer Corp.
31,04/29/19 17:29:05,30.00,,,,,Device Memory: 65536
32,04/29/19 17:37:17,31.00,,,,,Header Created: 09/04/13 09:40:47 AM GMT-06:00
33,04/29/19 17:41:48,32.00,,,,,Deployment Info
34,04/29/19 17:44:57,33.00,,,,,Full Series Name: Coupler Attached
35,04/29/19 17:48:59,34.00,,,,,Launch Name: A09_PRCP
36,04/29/19 19:39:55,35.00,,,,,Deployment Number: 3
37,04/29/19 19:44:29,36.00,,,,,Launch Time: 03/25/19 07:35:17 AM GMT-06:00
38,04/29/19 19:49:33,37.00,,,,,Launch GMT Offset: -6 Hr 0 Min
39,04/29/19 19:51:42,38.00,,,,,Battery at Launch: 3.12 Volts
40,04/29/19 19:53:30,39.00,,,,,Series Statistics
41,04/29/19 19:55:02,40.00,,,,,Samples: 1
42,04/29/19 19:57:16,41.00,,,,,First Sample Time: 05/21/19 02:57:48 PM GMT-06:00
43,04/29/19 19:58:24,42.00,,,,,Last Sample Time: 05/21/19 02:57:48 PM GMT-06:00
44,04/29/19 19:58:36,43.00,,,,,Event Type: Host Connected
45,04/29/19 19:58:49,44.00,,,,,Devices
46,04/29/19 19:59:08,45.00,,,,,Device Info
47,04/29/19 19:59:17,46.00,,,,,Product: HOBO UA-003-64 Pendant Temp/Event
48,04/29/19 19:59:24,47.00,,,,,Serial Number: 20551773
49,04/29/19 19:59:33,48.00,,,,,Version Number: 1.17
50,04/29/19 20:00:06,49.00,,,,,Manufacturer: Onset Computer Corp.
51,04/29/19 20:01:32,50.00,,,,,Device Memory: 65536
52,04/29/19 20:03:12,51.00,,,,,Header Created: 09/04/13 09:40:47 AM GMT-06:00
53,04/29/19 20:05:04,52.00,,,,,Deployment Info
54,04/29/19 20:07:00,53.00,,,,,Full Series Name: Host Connected
55,04/29/19 20:09:48,54.00,,,,,Launch Name: A09_PRCP
56,04/29/19 20:12:40,55.00,,,,,Deployment Number: 3
57,04/29/19 20:15:24,56.00,,,,,Launch Time: 03/25/19 07:35:17 AM GMT-06:00
58,04/29/19 20:18:35,57.00,,,,,Launch GMT Offset: -6 Hr 0 Min
59,04/29/19 20:22:03,58.00,,,,,Battery at Launch: 3.12 Volts
60,04/29/19 20:26:20,59.00,,,,,Series Statistics
61,04/29/19 20:29:37,60.00,,,,,Samples: 1
62,04/29/19 20:32:47,61.00,,,,,First Sample Time: 05/21/19 02:57:57 PM GMT-06:00
63,04/29/19 20:35:24,62.00,,,,,Last Sample Time: 05/21/19 02:57:57 PM GMT-06:00
64,04/29/19 20:38:35,63.00,,,,,Event Type: Coupler Detached
65,04/29/19 22:38:16,64.00,,,,,Devices
66,04/30/19 00:12:11,65.00,,,,,Device Info
67,04/30/19 00:17:11,66.00,,,,,Product: HOBO UA-003-64 Pendant Temp/Event
68,04/30/19 01:24:21,67.00,,,,,Serial Number: 20551773
69,04/30/19 01:24:48,68.00,,,,,Version Number: 1.17
70,04/30/19 01:25:15,69.00,,,,,Manufacturer: Onset Computer Corp.
71,04/30/19 01:25:34,70.00,,,,,Device Memory: 65536
72,04/30/19 01:25:49,71.00,,,,,Header Created: 09/04/13 09:40:47 AM GMT-06:00
73,04/30/19 01:26:08,72.00,,,,,Deployment Info
74,04/30/19 01:26:24,73.00,,,,,Full Series Name: Coupler Detached
75,04/30/19 01:26:38,74.00,,,,,Launch Name: A09_PRCP
76,04/30/19 01:27:07,75.00,,,,,Deployment Number: 3
77,04/30/19 01:27:45,76.00,,,,,Launch Time: 03/25/19 07:35:17 AM GMT-06:00
78,04/30/19 01:28:17,77.00,,,,,Launch GMT Offset: -6 Hr 0 Min
79,04/30/19 01:29:18,78.00,,,,,Battery at Launch: 3.12 Volts
80,04/30/19 01:30:59,79.00,,,,,Series Statistics
81,04/30/19 01:34:09,80.00,,,,,Samples: 1
82,04/30/19 01:35:59,81.00,,,,,First Sample Time: 05/21/19 02:59:02 PM GMT-06:00
83,04/30/19 01:37:09,82.00,,,,,Last Sample Time: 05/21/19 02:59:02 PM GMT-06:00
84,04/30/19 01:42:14,83.00,,,,,Event Type: End Of File
85,04/30/19 01:44:36,84.00,,,,,Devices
86,04/30/19 01:50:41,85.00,,,,,Device Info
87,04/30/19 01:54:53,86.00,,,,,Product: HOBO UA-003-64 Pendant Temp/Event
88,04/30/19 02:00:15,87.00,,,,,Serial Number: 20551773
89,04/30/19 02:03:41,88.00,,,,,Version Number: 1.17
90,04/30/19 02:04:24,89.00,,,,,Manufacturer: Onset Computer Corp.
91,04/30/19 02:05:10,90.00,,,,,Device Memory: 65536
92,04/30/19 02:06:09,91.00,,,,,Header Created: 09/04/13 09:40:47 AM GMT-06:00
93,04/30/19 02:08:31,92.00,,,,,Deployment Info
94,04/30/19 02:12:50,93.00,,,,,Full Series Name: End Of File
95,04/30/19 02:17:17,94.00,,,,,Launch Name: A09_PRCP
96,04/30/19 02:22:34,95.00,,,,,Deployment Number: 3
97,04/30/19 03:33:22,96.00,,,,,Launch Time: 03/25/19 07:35:17 AM GMT-06:00
98,04/30/19 08:50:54,97.00,,,,,Launch GMT Offset: -6 Hr 0 Min
99,04/30/19 08:55:26,98.00,,,,,Battery at Launch: 3.12 Volts
100,04/30/19 09:30:20,99.00,,,,,Series Statistics
101,04/30/19 22:11:03,100.00,,,,,Samples: 1
102,04/30/19 22:15:51,101.00,,,,,First Sample Time: 06/21/19 10:23:06 PM GMT-06:00
103,04/30/19 22:21:09,102.00,,,,,Last Sample Time: 06/21/19 10:23:06 PM GMT-06:00
104,04/30/19 22:25:01,103.00,,,,
105,04/30/19 22:27:10,104.00,,,,
106,04/30/19 22:29:03,105.00,,,,
107,04/30/19 22:32:06,106.00,,,,
108,04/30/19 22:37:27,107.00,,,,
109,04/30/19 23:00:05,108.00,,,,
110,04/30/19 23:18:45,109.00,,,,
111,04/30/19 23:34:55,110.00,,,,
112,05/19/19 18:35:05,111.00,,,,
