"Plot Title: A09_PRCP"
"#","Date Time, GMT-06:00","Event, Event (LGR S/N: 20551773, SEN S/N: 20551773, LBL: PRCP)","Coupler Attached (LGR S/N: 20551773)","Host Connected (LGR S/N: 20551773)","Coupler Detached (LGR S/N: 20551773)","End Of File (LGR S/N: 20551773)"
113,05/19/19 18:43:40,112.00,,,,
114,05/19/19 18:48:10,113.00,,,,
115,05/19/19 18:57:47,114.00,,,,
116,05/19/19 20:55:13,115.00,,,,
117,05/19/19 20:58:29,116.00,,,,
118,05/19/19 21:01:07,117.00,,,,
119,05/19/19 21:04:43,118.00,,,,
120,05/19/19 22:30:26,119.00,,,,
121,05/19/19 22:58:35,120.00,,,,
122,05/21/19 14:57:48,,Logged,,,
123,05/21/19 14:57:57,,,Logged,,
124,05/21/19 14:59:02,,,,Logged,
125,05/21/19 16:22:36,121.00,,,,
126,05/22/19 04:32:01,122.00,,,,
127,05/22/19 10:43:38,123.00,,,,
128,05/22/19 10:45:51,124.00,,,,
129,05/22/19 10:46:41,125.00,,,,
130,05/22/19 10:47:03,126.00,,,,
131,05/22/19 10:47:34,127.00,,,,
132,05/22/19 10:47:57,128.00,,,,
133,05/22/19 10:48:55,129.00,,,,
134,05/22/19 10:50:17,130.00,,,,
135,05/22/19 10:51:54,131.00,,,,
136,05/22/19 10:53:08,132.00,,,,
137,05/22/19 10:55:36,133.00,,,,
138,05/22/19 10:56:09,134.00,,,,
139,05/22/19 10:56:53,135.00,,,,
140,05/22/19 10:57:24,136.00,,,,
141,05/22/19 10:58:06,137.00,,,,
142,05/22/19 10:58:59,138.00,,,,
143,05/22/19 11:00:13,139.00,,,,
144,05/22/19 11:06:48,140.00,,,,
145,05/22/19 14:35:10,141.00,,,,
146,05/22/19 14:37:11,142.00,,,,
147,05/22/19 14:41:32,143.00,,,,
148,05/22/19 15:05:01,144.00,,,,
149,05/22/19 17:38:18,145.00,,,,
150,05/22/19 17:41:41,146.00,,,,
151,05/22/19 17:42:34,147.00,,,,
152,05/22/19 17:42:53,148.00,,,,
153,05/22/19 17:43:18,149.00,,,,
154,05/22/19 17:46:47,150.00,,,,
155,05/22/19 18:27:45,151.00,,,,
156,05/22/19 18:33:26,152.00,,,,
157,05/22/19 18:36:15,153.00,,,,
158,05/23/19 04:52:11,154.00,,,,
159,05/23/19 04:56:58,155.00,,,,
160,05/23/19 05:01:25,156.00,,,,
161,05/23/19 05:13:03,157.00,,,,
162,05/23/19 05:18:19,158.00,,,,
163,05/23/19 05:21:17,159.00,,,,
164,05/23/19 05:23:37,160.00,,,,
165,05/23/19 05:28:49,161.00,,,,
166,05/23/19 05:35:24,162.00,,,,
167,05/23/19 05:44:16,163.00,,,,
168,05/23/19 06:26:47,164.00,,,,
169,05/23/19 06:33:19,165.00,,,,
170,05/23/19 07:02:53,166.00,,,,
171,05/23/19 07:12:34,167.00,,,,
172,05/23/19 07:15:39,168.00,,,,
173,05/23/19 07:21:00,169.00,,,,
174,05/23/19 07:42:26,170.00,,,,
175,05/23/19 07:48:42,171.00,,,,
176,05/23/19 07:53:10,172.00,,,,
177,05/23/19 07:57:17,173.00,,,,
178,05/23/19 08:05:31,174.00,,,,
179,05/23/19 08:25:51,175.00,,,,
180,05/23/19 08:30:15,176.00,,,,
181,05/23/19 08:33:33,177.00,,,,
182,05/23/19 08:36:02,178.00,,,,
183,05/23/19 08:39:42,179.00,,,,
184,05/23/19 09:22:02,180.00,,,,
185,05/23/19 09:27:02,181.00,,,,
186,05/23/19 09:29:16,182.00,,,,
187,05/23/19 09:31:04,183.00,,,,
188,05/23/19 09:33:29,184.00,,,,
189,05/23/19 09:36:57,185.00,,,,
190,05/23/19 09:40:52,186.00,,,,
191,05/23/19 09:48:17,187.00,,,,
192,05/23/19 09:54:20,188.00,,,,
193,05/23/19 09:58:12,189.00,,,,
194,05/23/19 10:01:53,190.00,,,,
195,05/23/19 10:05:17,191.00,,,,
196,05/23/19 10:09:05,192.00,,,,
197,05/23/19 10:10:59,193.00,,,,
198,05/23/19 10:13:19,194.00,,,,
199,05/23/19 10:15:32,195.00,,,,
200,05/23/19 10:18:02,196.00,,,,
201,05/23/19 10:21:40,197.00,,,,
202,05/23/19 10:25:49,198.00,,,,
203,05/23/19 10:37:18,199.00,,,,
204,05/23/19 10:40:43,200.00,,,,
205,05/23/19 11:02:33,201.00,,,,
206,05/23/19 14:02:40,202.00,,,,
207,05/23/19 14:04:29,203.00,,,,
208,05/23/19 14:05:10,204.00,,,,
209,05/23/19 14:06:22,205.00,,,,
210,05/23/19 15:22:15,206.00,,,,
211,05/23/19 15:25:36,207.00,,,,
212,05/23/19 15:36:59,208.00,,,,
213,05/23/19 15:38:01,209.00,,,,
214,05/23/19 15:39:28,210.00,,,,
215,05/23/19 16:25:56,211.00,,,,
216,05/27/19 05:43:39,212.00,,,,
217,05/27/19 06:03:19,213.00,,,,
218,05/27/19 14:15:11,214.00,,,,
219,05/27/19 14:16:27,215.00,,,,
220,05/27/19 14:57:46,216.00,,,,
221,05/27/19 15:04:37,217.00,,,,
222,05/27/19 22:37:49,218.00,,,,
223,05/28/19 00:45:35,219.00,,,,
224,06/17/19 18:17:28,220.00,,,,
225,06/17/19 18:26:22,221.00,,,,
226,06/17/19 18:39:02,222.00,,,,
227,06/17/19 18:46:22,223.00,,,,
228,06/17/19 18:58:31,224.00,,,,
229,06/17/19 19:09:11,225.00,,,,
230,06/17/19 19:11:33,226.00,,,,
231,06/17/19 19:16:49,227.00,,,,
232,06/21/19 17:20:04,228.00,,,,
233,06/21/19 17:20:47,229.00,,,,
234,06/21/19 17:21:23,230.00,,,,
235,06/21/19 17:22:01,231.00,,,,
236,06/21/19 17:22:33,232.00,,,,
237,06/21/19 17:22:57,233.00,,,,
238,06/21/19 17:23:25,234.00,,,,
239,06/21/19 17:24:08,235.00,,,,
240,06/21/19 17:25:32,236.00,,,,
241,06/21/19 21:19:30,237.00,,,,
242,06/21/19 21:24:00,238.00,,,,
243,06/21/19 21:59:43,239.00,,,,
244,06/21/19 22:16:23,240.00,,,,
245,06/21/19 22:23:06,241.00,,,,Logged
