Plot Title: B01 Mesa Top,,,,,
RID,Date,Time,Event,Details1,Details2
668,9/10/2013,02:09.0,8590,,
669,9/10/2013,05:51.5,8591,,
670,9/10/2013,12:40.5,8592,,
671,9/10/2013,16:41.0,8593,,
672,9/10/2013,18:40.5,8594,,
673,9/10/2013,20:08.5,8595,,
674,9/10/2013,20:46.5,8596,,
675,9/10/2013,21:21.0,8597,,
676,9/10/2013,21:39.0,8598,,
677,9/10/2013,22:13.5,8599,,
678,9/10/2013,25:17.0,8600,,
679,9/10/2013,27:37.0,8601,,
680,9/10/2013,30:27.5,8602,,
681,9/10/2013,34:01.5,8603,,
682,9/10/2013,48:49.5,8604,,
683,9/10/2013,52:01.5,8605,,
684,9/10/2013,59:23.0,8606,,
685,9/10/2013,02:56.5,8607,,
686,9/10/2013,06:08.5,8608,,
687,9/10/2013,11:31.0,8609,,
688,9/10/2013,48:55.0,8610,,
689,9/10/2013,32:33.5,8611,,
690,9/10/2013,40:26.0,8612,,
691,9/10/2013,43:59.5,8613,,
692,9/10/2013,46:46.0,8614,,
693,9/10/2013,50:18.5,8615,,
694,9/10/2013,52:40.0,8616,,
695,9/10/2013,54:03.5,8617,,
696,9/10/2013,55:35.5,8618,,
697,9/10/2013,56:48.0,8619,,
698,9/10/2013,57:42.5,8620,,
699,9/10/2013,58:18.5,8621,,
700,9/10/2013,58:39.5,8622,,
701,9/10/2013,59:13.0,8623,,
702,9/10/2013,00:12.5,8624,,
703,9/10/2013,01:33.0,8625,,
704,9/10/2013,02:30.5,8626,,
705,9/10/2013,03:21.5,8627,,
706,9/10/2013,04:01.5,8628,,
707,9/10/2013,05:03.0,8629,,
708,9/10/2013,06:23.5,8630,,
709,9/10/2013,07:31.0,8631,,
710,9/10/2013,08:26.5,8632,,
711,9/10/2013,09:27.0,8633,,
712,9/10/2013,10:53.5,8634,,
713,9/10/2013,13:47.5,8635,,
714,9/10/2013,16:22.5,8636,,
715,9/10/2013,19:56.0,8637,,
716,9/10/2013,23:35.0,8638,,
717,9/10/2013,27:23.0,8639,,
718,9/10/2013,30:54.5,8640,,
719,9/10/2013,32:36.0,8641,,
720,9/10/2013,34:49.5,8642,,
721,9/10/2013,39:07.5,8643,,
722,9/10/2013,41:44.0,8644,,
723,9/10/2013,44:03.5,8645,,
724,9/10/2013,46:49.5,8646,,
725,9/10/2013,50:41.5,8647,,
726,9/10/2013,34:54.0,8648,,
727,9/10/2013,49:55.0,8649,,
728,9/11/2013,32:04.0,8650,,
729,9/13/2013,45:05.0,8651,,
730,9/13/2013,52:10.0,8652,,
731,9/13/2013,52:51.0,8653,,
732,9/13/2013,53:38.5,8654,,
733,9/13/2013,54:40.5,8655,,
734,9/13/2013,10:40.0,8656,,
735,9/13/2013,22:49.0,8657,,
736,9/13/2013,24:37.5,8658,,
737,9/13/2013,28:29.5,8659,,
738,9/13/2013,44:04.0,8660,,
739,9/13/2013,09:41.5,8661,,
740,9/13/2013,12:13.0,8662,,
741,9/13/2013,15:39.5,8663,,
742,9/13/2013,16:11.5,8664,,
743,9/13/2013,16:50.5,8665,,
744,9/13/2013,17:24.0,8666,,
745,9/13/2013,17:56.0,8667,,
746,9/13/2013,18:34.0,8668,,
747,9/13/2013,19:24.0,8669,,
748,9/13/2013,19:55.5,8670,,
749,9/13/2013,20:19.5,8671,,
750,9/13/2013,20:47.5,8672,,
751,9/13/2013,21:10.0,8673,,
752,9/13/2013,21:22.0,8674,,
753,9/13/2013,21:41.5,8675,,
754,9/13/2013,21:51.0,8676,,
755,9/13/2013,22:00.5,8677,,
756,9/13/2013,22:10.5,8678,,
757,9/13/2013,22:20.0,8679,,
758,9/13/2013,22:30.0,8680,,
759,9/13/2013,22:39.5,8681,,
760,9/13/2013,22:52.0,8682,,
761,9/13/2013,23:02.0,8683,,
762,9/13/2013,23:14.5,8684,,
763,9/13/2013,23:30.5,8685,,
764,9/13/2013,23:50.5,8686,,
765,9/13/2013,24:23.0,8687,,
766,9/13/2013,24:42.0,8688,,
767,9/13/2013,25:04.0,8689,,
768,9/13/2013,25:26.0,8690,,
769,9/13/2013,25:44.0,8691,,
770,9/13/2013,26:07.0,8692,,
771,9/13/2013,26:25.0,8693,,
772,9/13/2013,26:43.0,8694,,
773,9/13/2013,27:07.0,8695,,
774,9/13/2013,27:34.0,8696,,
775,9/13/2013,27:55.0,8697,,
776,9/13/2013,28:27.0,8698,,
777,9/13/2013,28:42.0,8699,,
778,9/13/2013,28:52.0,8700,,
779,9/13/2013,29:03.5,8701,,
780,9/13/2013,29:18.0,8702,,
781,9/13/2013,29:26.5,8703,,
782,9/13/2013,29:35.5,8704,,
783,9/13/2013,29:50.5,8705,,
784,9/13/2013,30:01.5,8706,,
785,9/13/2013,30:13.5,8707,,
786,9/13/2013,30:24.5,8708,,
787,9/13/2013,30:38.5,8709,,
788,9/13/2013,31:05.5,8710,,
789,9/13/2013,31:23.0,8711,,
790,9/13/2013,31:43.0,8712,,
791,9/13/2013,31:57.5,8713,,
792,9/13/2013,32:16.5,8714,,
793,9/13/2013,32:36.0,8715,,
794,9/13/2013,32:54.5,8716,,
795,9/13/2013,33:13.0,8717,,
796,9/13/2013,33:32.0,8718,,
797,9/13/2013,34:00.5,8719,,
798,9/13/2013,34:40.5,8720,,
799,9/13/2013,35:57.0,8721,,
800,9/13/2013,36:11.0,8722,,
801,9/13/2013,36:23.0,8723,,
802,9/13/2013,36:38.5,8724,,
803,9/13/2013,36:57.0,8725,,
804,9/13/2013,37:39.5,8726,,
805,9/13/2013,38:15.5,8727,,
806,9/13/2013,38:43.0,8728,,
807,9/13/2013,39:03.0,8729,,
808,9/13/2013,39:19.0,8730,,
809,9/13/2013,39:38.0,8731,,
810,9/13/2013,39:59.5,8732,,
811,9/13/2013,40:29.0,8733,,
812,9/13/2013,41:23.5,8734,,
813,9/13/2013,42:45.0,8735,,
814,9/13/2013,44:03.0,8736,,
815,9/13/2013,45:15.5,8737,,
816,9/13/2013,46:00.5,8738,,
817,9/13/2013,46:35.0,8739,,
818,9/13/2013,47:02.0,8740,,
819,9/13/2013,47:22.0,8741,,
820,9/13/2013,47:42.5,8742,,
821,9/13/2013,47:59.5,8743,,
822,9/13/2013,48:12.5,8744,,
823,9/13/2013,48:25.5,8745,,
824,9/13/2013,48:37.5,8746,,
825,9/13/2013,48:47.5,8747,,
826,9/13/2013,49:02.0,8748,,
827,9/13/2013,49:23.0,8749,,
828,9/13/2013,49:42.5,8750,,
829,9/13/2013,50:21.0,8751,,
830,9/13/2013,51:49.5,8752,,
831,9/14/2013,04:03.0,8753,,
832,9/14/2013,19:24.5,8754,,
833,9/14/2013,32:46.0,8755,,
834,9/14/2013,42:13.5,8756,,
835,9/14/2013,56:21.0,8757,,
836,9/14/2013,23:48.5,8758,,
837,9/14/2013,41:53.0,8759,,
838,9/14/2013,48:35.5,8760,,
839,9/14/2013,49:46.5,8761,,
840,9/14/2013,51:58.0,8762,,
841,9/14/2013,53:47.5,8763,,
842,9/14/2013,54:23.0,8764,,
843,9/14/2013,54:42.0,8765,,
844,9/14/2013,55:12.0,8766,,
845,9/14/2013,56:54.5,8767,,
846,9/14/2013,58:05.0,8768,,
847,9/14/2013,59:14.5,8769,,
848,9/14/2013,02:47.0,8770,,
849,9/14/2013,07:59.0,8771,,
850,9/14/2013,12:44.5,8772,,
851,9/14/2013,16:06.5,8773,,
852,9/14/2013,20:28.0,8774,,
853,9/14/2013,29:56.0,8775,,
854,9/14/2013,52:17.0,8776,,
855,9/14/2013,59:45.5,8777,,
856,9/14/2013,00:39.5,8778,,
857,9/14/2013,03:13.5,8779,,
858,9/14/2013,16:04.5,8780,,
859,9/14/2013,38:09.0,8781,,
860,9/14/2013,59:53.0,8782,,
861,9/14/2013,01:36.0,8783,,
862,9/14/2013,02:29.5,8784,,
863,9/14/2013,02:47.5,8785,,
864,9/14/2013,03:05.0,8786,,
865,9/14/2013,03:20.0,8787,,
866,9/14/2013,03:41.5,8788,,
867,9/14/2013,04:15.5,8789,,
868,9/14/2013,04:49.0,8790,,
869,9/14/2013,05:16.5,8791,,
870,9/14/2013,05:48.5,8792,,
871,9/14/2013,06:28.0,8793,,
872,9/14/2013,07:19.5,8794,,
873,9/14/2013,08:06.5,8795,,
874,9/14/2013,08:32.5,8796,,
875,9/14/2013,08:43.0,8797,,
876,9/14/2013,09:02.5,8798,,
877,9/14/2013,09:33.0,8799,,
878,9/14/2013,10:00.5,8800,,
879,9/14/2013,10:19.5,8801,,
880,9/14/2013,10:58.5,8802,,
881,9/14/2013,11:16.5,8803,,
882,9/14/2013,11:35.0,8804,,
883,9/14/2013,11:59.0,8805,,
884,9/14/2013,12:29.5,8806,,
885,9/14/2013,13:01.0,8807,,
886,9/14/2013,14:05.5,8808,,
887,9/14/2013,15:12.5,8809,,
888,9/14/2013,15:44.5,8810,,
889,9/14/2013,16:08.0,8811,,
890,9/14/2013,16:30.5,8812,,
891,9/14/2013,16:47.0,8813,,
892,9/14/2013,17:02.5,8814,,
893,9/14/2013,17:16.5,8815,,
894,9/14/2013,17:31.5,8816,,
895,9/14/2013,17:45.5,8817,,
896,9/14/2013,18:00.0,8818,,
897,9/14/2013,18:18.0,8819,,
898,9/14/2013,18:33.0,8820,,
899,9/14/2013,18:43.0,8821,,
900,9/14/2013,18:54.0,8822,,
901,9/14/2013,19:04.0,8823,,
902,9/14/2013,19:17.0,8824,,
903,9/14/2013,19:29.0,8825,,
904,9/14/2013,19:40.5,8826,,
905,9/14/2013,19:49.5,8827,,
906,9/14/2013,20:00.5,8828,,
907,9/14/2013,20:12.0,8829,,
908,9/14/2013,20:19.5,8830,,
909,9/14/2013,20:26.5,8831,,
910,9/14/2013,20:33.0,8832,,
911,9/14/2013,20:46.0,8833,,
912,9/14/2013,21:10.5,8834,,
913,9/14/2013,21:52.5,8835,,
914,9/14/2013,22:44.5,8836,,
915,9/14/2013,24:18.0,8837,,
916,9/14/2013,26:24.0,8838,,
917,9/14/2013,27:30.0,8839,,
918,9/14/2013,28:17.5,8840,,
919,9/14/2013,28:53.0,8841,,
920,9/14/2013,29:31.5,8842,,
921,9/14/2013,30:06.5,8843,,
922,9/14/2013,30:50.0,8844,,
923,9/14/2013,38:58.5,8845,,
924,9/14/2013,51:47.0,8846,,
925,9/14/2013,10:27.0,8847,,
926,9/14/2013,15:00.5,8848,,
927,9/14/2013,23:15.5,8849,,
928,9/14/2013,32:03.0,8850,,
929,9/14/2013,51:33.0,8851,,
930,9/15/2013,20:11.5,8852,,
931,9/17/2013,25:15.0,8853,,
932,9/22/2013,42:31.0,8854,,
933,9/22/2013,08:12.0,8855,,
934,9/22/2013,01:14.0,8856,,
935,9/22/2013,01:47.5,8857,,
936,9/22/2013,02:14.0,8858,,
937,9/22/2013,02:37.5,8859,,
938,9/22/2013,02:52.5,8860,,
939,9/22/2013,03:07.0,8861,,
940,9/22/2013,03:26.0,8862,,
941,9/22/2013,03:47.5,8863,,
942,9/22/2013,04:03.5,8864,,
943,9/22/2013,04:14.5,8865,,
944,9/22/2013,04:29.0,8866,,
945,9/22/2013,04:47.5,8867,,
946,9/22/2013,05:10.0,8868,,
947,9/22/2013,05:37.0,8869,,
948,9/22/2013,06:32.5,8870,,
949,9/22/2013,08:03.0,8871,,
950,9/22/2013,08:46.0,8872,,
951,9/22/2013,10:03.5,8873,,
952,9/22/2013,12:19.0,8874,,
953,9/22/2013,14:48.0,8875,,
954,9/22/2013,21:36.0,8876,,
955,9/22/2013,27:04.0,8877,,
956,9/26/2013,01:11.5,8878,,
957,9/27/2013,36:35.0,8879,,
958,9/27/2013,03:44.0,8880,,
959,10/10/2013,19:44.5,8881,,
960,10/10/2013,44:52.0,8882,,
961,10/10/2013,10:18.0,8883,,
962,10/10/2013,33:41.0,8884,,
963,10/10/2013,05:38.0,8885,,
964,10/10/2013,07:05.5,8886,,
965,10/10/2013,08:13.0,8887,,
966,10/10/2013,10:13.5,8888,,
967,10/10/2013,12:21.5,8889,,
968,10/10/2013,38:00.0,8890,,
969,10/10/2013,16:51.0,8891,,
970,10/10/2013,23:19.5,8892,,
971,10/10/2013,25:36.0,8893,,
972,10/10/2013,32:36.5,8894,,
973,10/10/2013,37:46.0,8895,,
974,10/10/2013,45:38.0,8896,,
975,10/10/2013,23:37.5,8897,,
976,10/10/2013,35:30.5,8898,,
977,10/10/2013,50:54.5,8899,,
978,10/10/2013,57:49.0,8900,,
979,10/10/2013,05:53.0,8901,,
980,10/10/2013,04:19.5,8902,,
981,10/10/2013,06:59.0,8903,,
982,10/10/2013,08:38.5,8904,,
983,10/10/2013,14:40.5,8905,,
984,10/13/2013,14:17.5,8906,,
985,10/13/2013,15:46.0,8907,,
986,10/13/2013,17:42.0,8908,,
987,10/13/2013,49:02.5,8909,,
988,10/13/2013,57:17.5,8910,,
989,10/13/2013,08:33.0,8911,,
990,10/13/2013,12:48.5,8912,,
991,10/13/2013,16:02.5,8913,,
992,10/13/2013,22:58.5,8914,,
993,10/14/2013,21:54.5,8915,,
994,10/29/2013,03:06.0,8916,,
995,10/29/2013,35:50.5,8917,,
996,10/29/2013,10:57.0,8918,,
997,10/29/2013,03:40.5,8919,,
998,10/29/2013,54:48.5,8920,,
999,10/29/2013,32:23.0,8921,,
1000,10/30/2013,50:59.0,8922,,
1001,10/30/2013,05:18.0,8923,,
1002,10/30/2013,09:41.0,8924,,
1003,10/31/2013,17:59.5,8925,,
1004,11/20/2013,37:47.0,8926,,
1005,11/20/2013,04:47.5,8927,,
1006,11/20/2013,01:54.0,8928,,
1007,11/20/2013,28:38.5,8929,,
1008,11/20/2013,50:46.0,8930,,
1009,11/20/2013,49:58.5,8931,,
1010,11/21/2013,46:29.0,8932,,
1011,11/21/2013,51:58.0,8933,,
1012,11/21/2013,56:03.5,8934,,
1013,11/21/2013,03:24.0,8935,,
1014,11/21/2013,24:01.0,8936,,
1015,11/21/2013,37:28.5,8937,,
1016,11/21/2013,44:54.5,8938,,
1017,11/21/2013,48:13.5,8939,,
1018,11/21/2013,50:29.5,8940,,
1019,11/21/2013,53:00.0,8941,,
1020,11/21/2013,55:38.0,8942,,
1021,11/21/2013,57:50.5,8943,,
1022,11/21/2013,00:00.5,8944,,
1023,11/21/2013,01:17.5,8945,,
1024,11/21/2013,02:56.0,8946,,
1025,11/21/2013,05:21.5,8947,,
1026,11/21/2013,06:58.0,8948,,
1027,11/21/2013,08:52.0,8949,,
1028,11/21/2013,11:24.5,8950,,
1029,11/21/2013,14:28.0,8951,,
1030,11/21/2013,17:56.0,8952,,
1031,11/21/2013,23:40.0,8953,,
1032,11/21/2013,34:08.5,8954,,
1033,11/21/2013,50:51.5,8955,,
1034,11/21/2013,05:50.0,8956,,
1035,11/21/2013,09:03.5,8957,,
1036,11/21/2013,11:45.0,8958,,
1037,11/21/2013,14:59.5,8959,,
1038,11/21/2013,17:58.5,8960,,
1039,11/21/2013,20:35.0,8961,,
1040,11/21/2013,24:17.5,8962,,
1041,11/21/2013,27:26.0,8963,,
1042,11/21/2013,35:24.0,8964,,
1043,11/21/2013,44:32.5,8965,,
1044,11/21/2013,46:01.0,8966,,
1045,11/21/2013,06:53.5,8967,,
1046,11/21/2013,10:30.0,8968,,
1047,11/21/2013,12:16.0,8969,,
1048,11/21/2013,14:04.0,8970,,
1049,11/21/2013,15:43.5,8971,,
1050,11/21/2013,18:09.5,8972,,
1051,11/21/2013,20:27.5,8973,,
1052,11/21/2013,21:56.5,8974,,
1053,11/21/2013,23:55.0,8975,,
1054,11/21/2013,24:20.0,8976,,
1055,11/21/2013,24:42.5,8977,,
1056,11/21/2013,25:07.5,8978,,
1057,11/21/2013,25:32.0,8979,,
1058,11/21/2013,25:56.0,8980,,
1059,11/21/2013,26:17.5,8981,,
1060,11/21/2013,26:40.0,8982,,
1061,11/21/2013,27:01.5,8983,,
1062,11/21/2013,27:24.0,8984,,
1063,11/21/2013,27:45.0,8985,,
1064,11/21/2013,28:05.0,8986,,
1065,11/21/2013,28:28.0,8987,,
1066,11/21/2013,28:55.5,8988,,
1067,11/21/2013,29:26.0,8989,,
1068,11/21/2013,29:51.5,8990,,
1069,11/21/2013,30:15.0,8991,,
1070,11/21/2013,30:35.0,8992,,
1071,11/21/2013,30:57.5,8993,,
1072,11/21/2013,31:27.5,8994,,
1073,11/21/2013,32:04.5,8995,,
1074,11/21/2013,32:52.0,8996,,
1075,11/21/2013,33:36.5,8997,,
1076,11/21/2013,34:10.5,8998,,
1077,11/21/2013,36:10.5,8999,,
1078,11/21/2013,36:54.5,9000,,
1079,11/21/2013,37:56.5,9001,,
1080,11/21/2013,39:40.0,9002,,
1081,11/21/2013,42:43.5,9003,,
1082,11/21/2013,44:54.0,9004,,
1083,11/21/2013,46:03.5,9005,,
1084,11/21/2013,47:17.0,9006,,
1085,11/21/2013,48:57.5,9007,,
1086,11/21/2013,51:11.5,9008,,
1087,11/21/2013,54:14.0,9009,,
1088,11/21/2013,01:02.0,9010,,
1089,11/21/2013,09:06.5,9011,,
1090,11/21/2013,18:19.0,9012,,
1091,11/21/2013,21:37.5,9013,,
1092,11/21/2013,23:00.5,9014,,
1093,11/21/2013,24:23.5,9015,,
1094,11/21/2013,25:58.5,9016,,
1095,11/21/2013,27:03.0,9017,,
1096,11/21/2013,27:57.0,9018,,
1097,11/21/2013,28:46.0,9019,,
1098,11/21/2013,29:35.0,9020,,
1099,11/21/2013,31:52.0,9021,,
1100,11/21/2013,33:36.0,9022,,
1101,11/21/2013,35:27.5,9023,,
1102,11/21/2013,40:48.0,9024,,
1103,11/21/2013,49:57.0,9025,,
1104,11/21/2013,06:00.5,9026,,
1105,11/21/2013,24:25.5,9027,,
1106,11/21/2013,59:37.0,9028,,
1107,11/21/2013,08:38.5,9029,,
1108,11/21/2013,13:29.5,9030,,
1109,11/21/2013,19:23.0,9031,,
1110,11/21/2013,23:46.5,9032,,
1111,11/21/2013,28:31.0,9033,,
1112,11/21/2013,32:14.5,9034,,
1113,11/21/2013,35:04.5,9035,,
1114,11/21/2013,36:57.0,9036,,
1115,11/21/2013,38:40.0,9037,,
1116,11/21/2013,40:04.5,9038,,
1117,11/21/2013,41:21.0,9039,,
1118,11/21/2013,42:43.5,9040,,
1119,11/21/2013,44:12.5,9041,,
1120,11/21/2013,46:23.0,9042,,
1121,11/21/2013,49:30.0,9043,,
1122,11/21/2013,52:05.0,9044,,
1123,11/21/2013,57:18.5,9045,,
1124,11/21/2013,03:14.0,9046,,
1125,11/21/2013,10:32.0,9047,,
1126,11/21/2013,14:13.5,9048,,
1127,11/21/2013,17:37.5,9049,,
1128,11/21/2013,20:09.5,9050,,
1129,11/21/2013,22:42.5,9051,,
1130,11/21/2013,26:09.5,9052,,
1131,11/21/2013,31:16.0,9053,,
1132,11/21/2013,33:52.0,9054,,
1133,11/21/2013,37:24.5,9055,,
1134,11/21/2013,40:24.0,9056,,
1135,11/21/2013,43:11.5,9057,,
1136,11/21/2013,46:39.5,9058,,
1137,11/21/2013,53:09.0,9059,,
1138,11/21/2013,03:30.0,9060,,
1139,11/21/2013,23:28.5,9061,,
1140,11/22/2013,12:38.0,9062,,
1141,11/22/2013,45:49.0,9063,,
1142,11/22/2013,01:31.0,9064,,
1143,11/22/2013,12:26.5,9065,,
1144,11/22/2013,24:50.0,9066,,
1145,11/22/2013,39:42.0,9067,,
1146,11/23/2013,25:01.0,9068,,
1147,11/23/2013,30:25.5,9069,,
1148,11/23/2013,09:54.0,9070,,
1149,11/23/2013,41:42.0,9071,,
1150,11/23/2013,59:31.5,9072,,
1151,11/23/2013,10:38.5,9073,,
1152,11/23/2013,17:36.5,9074,,
1153,11/23/2013,22:26.5,9075,,
1154,11/23/2013,26:29.5,9076,,
1155,11/23/2013,30:07.5,9077,,
1156,11/23/2013,33:47.0,9078,,
1157,11/23/2013,37:35.5,9079,,
1158,11/23/2013,41:40.0,9080,,
1159,11/23/2013,46:07.5,9081,,
1160,11/23/2013,50:46.5,9082,,
1161,11/23/2013,55:36.5,9083,,
1162,11/23/2013,01:01.5,9084,,
1163,11/23/2013,06:52.5,9085,,
1164,11/23/2013,12:39.5,9086,,
1165,11/23/2013,19:07.5,9087,,
1166,11/23/2013,25:43.5,9088,,
1167,11/23/2013,32:39.5,9089,,
1168,11/23/2013,39:37.5,9090,,
1169,11/23/2013,46:11.0,9091,,
1170,11/23/2013,53:06.5,9092,,
1171,11/23/2013,00:18.0,9093,,
1172,11/23/2013,07:59.5,9094,,
1173,11/23/2013,16:34.5,9095,,
1174,11/23/2013,24:33.5,9096,,
1175,11/23/2013,33:35.0,9097,,
1176,11/23/2013,42:36.5,9098,,
1177,11/23/2013,52:10.5,9099,,
1178,11/23/2013,02:07.0,9100,,
1179,11/23/2013,12:22.0,9101,,
1180,11/23/2013,22:41.0,9102,,
1181,11/23/2013,34:18.5,9103,,
1182,11/23/2013,47:09.0,9104,,
1183,11/23/2013,03:33.5,9105,,
1184,11/23/2013,28:03.5,9106,,
1185,11/23/2013,02:08.5,9107,,
1186,11/23/2013,41:20.5,9108,,
1187,11/23/2013,44:02.5,9109,,
1188,11/23/2013,12:20.5,9110,,
1189,11/24/2013,04:11.5,9111,,
1190,11/24/2013,02:49.0,9112,,
1191,11/24/2013,34:18.0,9113,,
1192,11/24/2013,56:52.5,9114,,
1193,11/24/2013,13:01.0,9115,,
1194,11/24/2013,27:24.5,9116,,
1195,11/24/2013,41:16.0,9117,,
1196,11/24/2013,54:48.5,9118,,
1197,11/24/2013,09:28.5,9119,,
1198,11/24/2013,23:03.0,9120,,
1199,11/24/2013,35:58.5,9121,,
1200,11/24/2013,50:07.5,9122,,
1201,11/24/2013,03:32.0,9123,,
1202,11/24/2013,17:49.0,9124,,
1203,11/24/2013,37:42.5,9125,,
1204,11/24/2013,56:54.0,9126,,
1205,11/24/2013,17:05.5,9127,,
1206,11/24/2013,37:01.0,9128,,
1207,11/24/2013,54:53.0,9129,,
1208,11/24/2013,21:49.5,9130,,
1209,11/25/2013,49:39.0,9131,,
1210,11/25/2013,24:03.0,9132,,
1211,11/25/2013,25:54.5,9133,,
1212,11/25/2013,33:58.0,9134,,
1213,11/25/2013,40:59.5,9135,,
1214,11/25/2013,49:35.5,9136,,
1215,11/25/2013,57:25.5,9137,,
1216,11/25/2013,00:02.0,9138,,
1217,11/25/2013,00:48.0,9139,,
1218,11/25/2013,04:13.0,9140,,
1219,11/25/2013,11:47.5,9141,,
1220,11/25/2013,25:01.0,9142,,
1221,11/25/2013,39:37.0,9143,,
1222,11/25/2013,52:29.5,9144,,
1223,11/25/2013,57:34.5,9145,,
1224,11/25/2013,05:10.0,9146,,
1225,11/25/2013,14:02.5,9147,,
1226,11/25/2013,21:11.5,9148,,
1227,11/25/2013,31:32.5,9149,,
1228,11/25/2013,40:55.5,9150,,
1229,11/25/2013,49:50.0,9151,,
1230,11/25/2013,02:35.5,9152,,
1231,11/25/2013,12:35.5,9153,,
1232,11/25/2013,23:45.0,9154,,
1233,11/25/2013,35:39.0,9155,,
1234,11/25/2013,49:09.0,9156,,
1235,11/25/2013,04:40.0,9157,,
1236,11/25/2013,25:10.5,9158,,
1237,11/25/2013,26:18.0,9159,,
1238,11/26/2013,04:06.5,9160,,
1239,11/26/2013,35:36.5,9161,,
1240,11/26/2013,10:37.5,9162,,
1241,11/26/2013,57:08.0,9163,,
1242,11/28/2013,29:49.0,9164,,
1243,12/1/2013,51:27.0,9165,,
1244,12/3/2013,39:11.0,9166,,
1245,12/4/2013,49:38.5,9167,,
1246,12/4/2013,13:52.5,9168,,
1247,12/4/2013,18:04.0,9169,,
1248,12/4/2013,20:04.5,9170,,
1249,12/4/2013,23:10.0,9171,,
1250,12/4/2013,27:03.0,9172,,
1251,12/4/2013,31:48.5,9173,,
1252,12/4/2013,36:53.5,9174,,
1253,12/4/2013,43:18.0,9175,,
1254,12/4/2013,54:13.5,9176,,
1255,12/4/2013,19:25.0,9177,,
1256,12/4/2013,48:40.5,9178,,
1257,12/4/2013,21:15.0,9179,,
1258,12/5/2013,04:39.5,9180,,
1259,12/5/2013,24:04.5,9181,,
1260,12/6/2013,25:12.5,9182,,
1261,12/10/2013,30:16.0,9183,,
1262,12/10/2013,33:24.5,9184,,
1263,12/10/2013,51:07.5,9185,,
1264,12/10/2013,21:08.5,9186,,
1265,12/10/2013,48:23.5,9187,,
1266,12/11/2013,25:02.5,9188,,
1267,12/11/2013,28:02.0,9189,,
1268,12/11/2013,42:01.5,9190,,
1269,12/11/2013,20:49.5,9191,,
1270,12/11/2013,16:44.5,9192,,
1271,12/11/2013,16:12.5,9193,,
1272,12/12/2013,18:24.0,9194,,
1273,12/12/2013,12:33.5,9195,,
1274,12/12/2013,02:48.5,9196,,
1275,12/12/2013,05:41.0,9197,,
1276,12/13/2013,40:07.5,9198,,
1277,12/14/2013,17:21.0,9199,,
1278,12/14/2013,59:36.0,9200,,
1279,12/14/2013,18:43.5,9201,,
1280,12/16/2013,13:56.5,9202,,
1281,12/20/2013,52:38.0,9203,,
1282,12/20/2013,03:34.0,9204,,
1283,12/20/2013,09:32.5,9205,,
1284,12/21/2013,13:37.0,9206,,
1285,12/21/2013,45:44.0,9207,,
1286,12/23/2013,05:31.0,9208,,
1287,1/30/2014,50:27.5,9209,,
1288,1/30/2014,59:22.5,9210,,
1289,1/30/2014,08:34.5,9211,,
1290,1/30/2014,13:22.5,9212,,
1291,1/30/2014,37:48.5,9213,,
1292,1/30/2014,03:46.5,9214,,
1293,1/31/2014,37:51.0,9215,,
1294,1/31/2014,40:54.0,9216,,
1295,1/31/2014,44:45.0,9217,,
1296,1/31/2014,48:30.0,9218,,
1297,1/31/2014,52:34.0,9219,,
1298,1/31/2014,57:13.0,9220,,
1299,1/31/2014,02:13.5,9221,,
1300,1/31/2014,08:07.0,9222,,
1301,1/31/2014,12:58.5,9223,,
1302,1/31/2014,19:32.0,9224,,
1303,1/31/2014,30:10.0,9225,,
1304,1/31/2014,41:10.0,9226,,
1305,1/31/2014,51:51.0,9227,,
1306,1/31/2014,06:33.0,9228,,
1307,1/31/2014,22:33.5,9229,,
1308,1/31/2014,37:40.0,9230,,
1309,1/31/2014,37:45.0,9231,,
1310,1/31/2014,39:35.0,9232,,
1311,1/31/2014,43:21.5,9233,,
1312,1/31/2014,47:20.0,9234,,
1313,1/31/2014,51:37.5,9235,,
1314,1/31/2014,57:09.5,9236,,
1315,1/31/2014,03:53.5,9237,,
1316,1/31/2014,11:25.5,9238,,
1317,1/31/2014,19:39.5,9239,,
1318,1/31/2014,27:32.0,9240,,
1319,1/31/2014,35:06.0,9241,,
1320,1/31/2014,42:12.5,9242,,
1321,1/31/2014,50:20.0,9243,,
1322,1/31/2014,59:43.0,9244,,
1323,1/31/2014,09:36.5,9245,,
1324,1/31/2014,22:34.0,9246,,
1325,1/31/2014,42:17.0,9247,,
1326,1/31/2014,11:32.5,9248,,
1327,1/31/2014,28:29.0,9249,,
1328,2/1/2014,57:36.5,9250,,
1329,2/1/2014,34:18.0,9251,,
1330,2/1/2014,21:55.0,9252,,
1331,2/1/2014,39:48.0,9253,,
1332,2/1/2014,11:10.5,9254,,
1333,2/1/2014,26:22.5,9255,,
1334,2/1/2014,43:18.5,9256,,
1335,2/1/2014,43:54.0,9257,,
1336,2/1/2014,58:25.0,9258,,
1337,2/1/2014,16:44.0,9259,,
1338,2/1/2014,39:37.5,9260,,
1339,2/1/2014,01:09.5,9261,,
1340,2/1/2014,30:01.5,9262,,
1341,2/2/2014,09:37.5,9263,,
1342,2/2/2014,01:11.0,9264,,
1343,2/2/2014,30:07.0,9265,,
1344,2/2/2014,58:27.5,9266,,
1345,2/2/2014,32:57.5,9267,,
1346,2/2/2014,19:48.5,9268,,
1347,2/3/2014,28:15.5,9269,,
