Plot Title: B01 Mesa Top,,,,,
RID,Date,Time,Event,Details1,Details2
1348,2/3/2014,54:15.0,9270,,
1349,2/3/2014,00:18.5,9271,,
1350,2/3/2014,31:42.5,9272,,
1351,2/4/2014,05:39.5,9273,,
1352,2/4/2014,08:07.0,9274,,
1353,2/4/2014,09:48.5,9275,,
1354,2/4/2014,30:42.5,9276,,
1355,2/4/2014,50:10.0,9277,,
1356,2/4/2014,27:53.0,9278,,
1357,2/4/2014,03:37.0,9279,,
1358,2/4/2014,30:45.0,9280,,
1359,2/5/2014,15:08.0,9281,,
1360,2/5/2014,40:14.0,9282,,
1361,2/5/2014,10:19.0,9283,,
1362,2/7/2014,44:04.0,9284,,
1363,2/27/2014,17:44.0,9285,,
1364,2/27/2014,18:58.0,9286,,
1365,2/27/2014,21:29.0,9287,,
1366,2/27/2014,59:52.0,9288,,
1367,2/27/2014,04:02.0,9289,,
1368,2/27/2014,05:58.5,9290,,
1369,2/27/2014,09:03.5,9291,,
1370,2/27/2014,12:44.0,9292,,
1371,2/27/2014,16:51.0,9293,,
1372,2/27/2014,19:08.0,9294,,
1373,2/27/2014,22:21.5,9295,,
1374,2/27/2014,25:03.5,9296,,
1375,2/27/2014,27:44.5,9297,,
1376,2/27/2014,30:18.5,9298,,
1377,2/27/2014,33:17.0,9299,,
1378,2/27/2014,37:12.0,9300,,
1379,2/27/2014,42:15.0,9301,,
1380,2/27/2014,52:09.5,9302,,
1381,2/27/2014,09:29.0,9303,,
1382,2/27/2014,38:41.5,9304,,
1383,2/28/2014,08:27.5,9305,,
1384,3/1/2014,03:46.5,9306,,
1385,3/1/2014,20:32.0,9307,,
1386,3/1/2014,27:24.5,9308,,
1387,3/1/2014,37:58.0,9309,,
1388,3/1/2014,42:27.5,9310,,
1389,3/1/2014,46:40.5,9311,,
1390,3/1/2014,48:10.5,9312,,
1391,3/1/2014,49:45.5,9313,,
1392,3/1/2014,51:54.0,9314,,
1393,3/1/2014,54:01.0,9315,,
1394,3/1/2014,55:17.5,9316,,
1395,3/1/2014,58:23.0,9317,,
1396,3/1/2014,01:20.5,9318,,
1397,3/1/2014,02:20.5,9319,,
1398,3/1/2014,19:27.0,9320,,
1399,3/1/2014,23:22.0,9321,,
1400,3/1/2014,25:39.5,9322,,
1401,3/1/2014,27:13.5,9323,,
1402,3/1/2014,28:50.5,9324,,
1403,3/1/2014,30:44.5,9325,,
1404,3/1/2014,32:18.0,9326,,
1405,3/1/2014,33:59.0,9327,,
1406,3/1/2014,36:39.0,9328,,
1407,3/1/2014,39:27.0,9329,,
1408,3/1/2014,41:30.5,9330,,
1409,3/1/2014,43:08.5,9331,,
1410,3/1/2014,45:03.5,9332,,
1411,3/1/2014,51:52.0,9333,,
1412,3/1/2014,53:43.0,9334,,
1413,3/1/2014,55:32.0,9335,,
1414,3/1/2014,58:52.5,9336,,
1415,3/1/2014,00:58.0,9337,,
1416,3/1/2014,03:35.0,9338,,
1417,3/1/2014,07:19.5,9339,,
1418,3/1/2014,11:43.5,9340,,
1419,3/1/2014,17:02.5,9341,,
1420,3/1/2014,19:24.0,9342,,
1421,3/1/2014,21:49.5,9343,,
1422,3/1/2014,25:07.5,9344,,
1423,3/1/2014,29:27.5,9345,,
1424,3/1/2014,47:37.5,9346,,
1425,3/1/2014,52:03.0,9347,,
1426,3/1/2014,55:35.0,9348,,
1427,3/1/2014,01:02.0,9349,,
1428,3/1/2014,07:01.0,9350,,
1429,3/1/2014,18:03.5,9351,,
1430,3/1/2014,23:40.0,9352,,
1431,3/1/2014,28:53.0,9353,,
1432,3/1/2014,34:52.5,9354,,
1433,3/1/2014,39:16.5,9355,,
1434,3/1/2014,43:32.5,9356,,
1435,3/1/2014,29:33.5,9357,,
1436,3/2/2014,55:17.0,9358,,
1437,3/7/2014,50:29.5,9359,,
1438,3/7/2014,00:24.0,9360,,
1439,3/7/2014,03:34.0,9361,,
1440,3/7/2014,06:41.0,9362,,
1441,3/7/2014,10:10.5,9363,,
1442,3/7/2014,14:44.5,9364,,
1443,3/7/2014,34:55.0,9365,,
1444,4/2/2014,59:48.5,9366,,
1445,4/5/2014,08:37.5,9367,,
1446,4/5/2014,20:35.0,9368,,
1447,4/13/2014,19:10.0,9369,,
1448,4/13/2014,36:49.0,9370,,
1449,4/13/2014,07:40.5,9371,,
1450,4/13/2014,15:12.5,9372,,
1451,4/13/2014,45:56.5,9373,,
1452,4/13/2014,49:02.5,9374,,
1453,4/18/2014,36:55.0,9375,,
1454,4/19/2014,29:46.5,9376,,
1455,4/19/2014,06:47.0,9377,,
1456,4/19/2014,05:55.5,9378,,
1457,4/19/2014,26:18.0,9379,,
1458,4/26/2014,19:28.5,9380,,
1459,4/26/2014,26:10.5,9381,,
1460,4/26/2014,47:02.5,9382,,
1461,4/26/2014,50:17.5,9383,,
1462,4/26/2014,00:29.5,9384,,
1463,4/26/2014,03:25.0,9385,,
1464,4/26/2014,05:59.5,9386,,
1465,4/26/2014,09:00.5,9387,,
1466,4/26/2014,13:28.5,9388,,
1467,4/26/2014,16:48.5,9389,,
1468,4/26/2014,20:38.0,9390,,
1469,4/26/2014,23:13.5,9391,,
1470,4/26/2014,26:10.5,9392,,
1471,4/26/2014,31:04.5,9393,,
1472,4/26/2014,33:07.0,9394,,
1473,4/26/2014,36:58.5,9395,,
1474,4/26/2014,41:34.5,9396,,
1475,4/26/2014,46:47.0,9397,,
1476,4/26/2014,52:52.5,9398,,
1477,4/26/2014,57:06.5,9399,,
1478,4/26/2014,01:16.0,9400,,
1479,4/26/2014,06:32.5,9401,,
1480,4/26/2014,12:06.5,9402,,
1481,4/26/2014,16:35.5,9403,,
1482,4/26/2014,20:02.0,9404,,
1483,4/26/2014,24:33.0,9405,,
1484,4/26/2014,29:34.0,9406,,
1485,4/26/2014,35:13.0,9407,,
1486,4/26/2014,41:41.5,9408,,
1487,4/26/2014,45:29.0,9409,,
1488,4/26/2014,47:37.5,9410,,
1489,4/26/2014,49:36.0,9411,,
1490,4/26/2014,53:20.0,9412,,
1491,4/26/2014,58:45.5,9413,,
1492,4/26/2014,05:30.0,9414,,
1493,4/26/2014,14:40.5,9415,,
1494,4/26/2014,48:54.5,9416,,
1495,4/26/2014,39:56.0,9417,,
1496,4/26/2014,45:15.0,9418,,
1497,4/26/2014,58:46.5,9419,,
1498,4/26/2014,26:13.5,9420,,
1499,4/26/2014,53:41.5,9421,,
1500,4/26/2014,58:26.5,9422,,
1501,4/26/2014,11:25.5,9423,,
1502,4/26/2014,18:41.0,9424,,
1503,4/26/2014,28:02.0,9425,,
1504,4/26/2014,39:43.0,9426,,
1505,4/26/2014,54:16.5,9427,,
1506,4/26/2014,03:24.5,9428,,
1507,4/26/2014,12:38.5,9429,,
1508,4/27/2014,37:02.5,9430,,
1509,4/27/2014,51:38.5,9431,,
1510,4/27/2014,22:17.5,9432,,
1511,4/27/2014,40:43.5,9433,,
1512,4/27/2014,58:00.0,9434,,
1513,4/27/2014,16:44.5,9435,,
1514,4/27/2014,35:13.5,9436,,
1515,4/27/2014,35:15.5,9437,,
1516,4/27/2014,35:25.0,9438,,
1517,4/27/2014,36:36.5,9439,,
1518,4/27/2014,37:52.0,9440,,
1519,4/27/2014,39:11.0,9441,,
1520,4/27/2014,40:27.0,9442,,
1521,4/27/2014,41:56.5,9443,,
1522,4/27/2014,43:30.0,9444,,
1523,4/27/2014,45:04.5,9445,,
1524,4/27/2014,46:47.5,9446,,
1525,4/27/2014,52:20.5,9447,,
1526,4/27/2014,55:13.0,9448,,
1527,4/27/2014,55:15.5,9449,,
1528,4/27/2014,58:52.5,9450,,
1529,4/27/2014,58:56.0,9451,,
1530,4/27/2014,01:25.5,9452,,
1531,4/27/2014,06:45.0,9453,,
1532,4/27/2014,06:47.0,9454,,
1533,4/27/2014,11:58.0,9455,,
1534,4/27/2014,12:00.0,9456,,
1535,4/27/2014,15:05.0,9457,,
1536,4/27/2014,17:24.5,9458,,
1537,4/27/2014,20:34.0,9459,,
1538,4/27/2014,23:14.0,9460,,
1539,4/27/2014,26:07.5,9461,,
1540,4/27/2014,29:03.0,9462,,
1541,4/27/2014,32:52.0,9463,,
1542,4/27/2014,38:14.0,9464,,
1543,4/27/2014,42:57.0,9465,,
1544,5/7/2014,58:47.5,9466,,
1545,5/10/2014,45:19.0,9467,,
1546,5/10/2014,47:26.5,9468,,
1547,5/10/2014,49:28.5,9469,,
1548,5/10/2014,52:36.5,9470,,
1549,5/10/2014,57:52.5,9471,,
1550,5/10/2014,08:45.5,9472,,
1551,5/10/2014,12:14.0,9473,,
1552,5/10/2014,17:37.0,9474,,
1553,5/11/2014,44:44.5,9475,,
1554,5/11/2014,21:30.0,9476,,
1555,5/11/2014,31:01.5,9477,,
1556,5/11/2014,32:25.5,9478,,
1557,5/11/2014,39:40.5,9479,,
1558,5/11/2014,47:58.0,9480,,
1559,5/11/2014,48:32.5,9481,,
1560,5/11/2014,49:08.0,9482,,
1561,5/11/2014,49:59.5,9483,,
1562,5/11/2014,01:12.5,9484,,
1563,5/11/2014,16:46.5,9485,,
1564,5/11/2014,19:02.0,9486,,
1565,5/11/2014,20:28.5,9487,,
1566,5/11/2014,22:22.0,9488,,
1567,5/11/2014,25:57.0,9489,,
1568,5/11/2014,27:58.0,9490,,
1569,5/11/2014,31:14.5,9491,,
1570,5/11/2014,37:54.0,9492,,
1571,5/11/2014,45:34.0,9493,,
1572,5/11/2014,27:25.0,9494,,
1573,5/11/2014,31:47.5,9495,,
1574,5/11/2014,35:49.5,9496,,
1575,5/11/2014,16:51.5,9497,,
1576,5/11/2014,06:37.5,9498,,
1577,5/11/2014,24:54.5,9499,,
1578,5/11/2014,32:27.0,9500,,
1579,5/11/2014,35:54.5,9501,,
1580,5/11/2014,38:08.5,9502,,
1581,5/11/2014,40:38.5,9503,,
1582,5/11/2014,44:18.5,9504,,
1583,5/11/2014,49:23.0,9505,,
1584,5/11/2014,53:26.0,9506,,
1585,5/11/2014,03:47.0,9507,,
1586,5/11/2014,36:26.0,9508,,
1587,5/11/2014,03:01.5,9509,,
1588,5/12/2014,41:10.0,9510,,
1589,5/23/2014,21:37.0,9511,,
1590,5/23/2014,25:09.0,9512,,
1591,5/24/2014,41:25.0,9513,,
1592,5/24/2014,29:48.5,9514,,
1593,5/25/2014,08:06.0,9515,,
1594,5/25/2014,29:42.0,9516,,
1595,5/25/2014,12:42.0,9517,,
1596,5/25/2014,32:45.0,9518,,
1597,5/25/2014,44:43.0,9519,,
1598,5/25/2014,05:30.5,9520,,
1599,5/25/2014,16:34.0,9521,,
1600,5/25/2014,23:25.5,9522,,
1601,5/25/2014,35:31.5,9523,,
1602,5/25/2014,47:31.5,9524,,
1603,5/25/2014,06:28.0,9525,,
1604,5/25/2014,26:53.5,9526,,
1605,5/25/2014,37:29.5,9527,,
1606,5/25/2014,44:35.5,9528,,
1607,5/25/2014,04:59.5,9529,,
1608,5/25/2014,14:43.5,9530,,
1609,5/25/2014,23:10.5,9531,,
1610,5/25/2014,33:19.5,9532,,
1611,5/25/2014,25:55.5,9533,,
1612,5/25/2014,40:56.0,9534,,
1613,5/25/2014,04:15.0,9535,,
1614,5/25/2014,20:34.0,9536,,
1615,5/25/2014,52:16.5,9537,,
1616,5/25/2014,00:50.0,9538,,
1617,5/25/2014,06:51.0,9539,,
1618,5/25/2014,23:46.5,9540,,
1619,5/25/2014,32:07.5,9541,,
1620,5/25/2014,34:44.0,9542,,
1621,5/25/2014,39:24.0,9543,,
1622,5/25/2014,41:18.0,9544,,
1623,5/25/2014,42:49.0,9545,,
1624,5/25/2014,44:22.5,9546,,
1625,5/25/2014,52:07.0,9547,,
1626,6/23/2014,05:52.5,9548,,
1627,7/4/2014,22:58.0,9549,,
1628,7/4/2014,30:17.0,9550,,
1629,7/4/2014,26:02.0,9551,,
1630,7/4/2014,29:24.5,9552,,
1631,7/4/2014,46:16.5,9553,,
1632,7/5/2014,21:39.0,9554,,
1633,7/5/2014,32:06.0,9555,,
1634,7/5/2014,40:47.5,9556,,
1635,7/5/2014,43:17.0,9557,,
1636,7/5/2014,57:02.5,9558,,
1637,7/7/2014,50:23.5,9559,,
1638,7/7/2014,51:16.0,9560,,
1639,7/7/2014,51:54.0,9561,,
1640,7/7/2014,52:28.0,9562,,
1641,7/7/2014,52:55.0,9563,,
1642,7/7/2014,53:19.0,9564,,
1643,7/7/2014,53:48.5,9565,,
1644,7/7/2014,54:11.5,9566,,
1645,7/7/2014,54:32.0,9567,,
1646,7/7/2014,54:47.0,9568,,
1647,7/7/2014,55:03.5,9569,,
1648,7/7/2014,55:20.0,9570,,
1649,7/7/2014,55:39.0,9571,,
1650,7/7/2014,56:03.0,9572,,
1651,7/7/2014,56:20.5,9573,,
1652,7/7/2014,56:35.0,9574,,
1653,7/7/2014,56:52.5,9575,,
1654,7/7/2014,57:07.0,9576,,
1655,7/7/2014,57:17.0,9577,,
1656,7/7/2014,57:27.0,9578,,
1657,7/7/2014,57:37.0,9579,,
1658,7/7/2014,57:50.5,9580,,
1659,7/7/2014,58:06.5,9581,,
1660,7/7/2014,58:22.0,9582,,
1661,7/7/2014,58:39.0,9583,,
1662,7/7/2014,58:54.5,9584,,
1663,7/7/2014,59:07.0,9585,,
1664,7/7/2014,59:20.0,9586,,
1665,7/7/2014,59:36.0,9587,,
1666,7/7/2014,59:48.0,9588,,
1667,7/7/2014,00:04.5,9589,,
1668,7/7/2014,00:28.5,9590,,
1669,7/7/2014,00:54.0,9591,,
1670,7/7/2014,01:20.0,9592,,
1671,7/7/2014,01:54.5,9593,,
1672,7/7/2014,02:28.5,9594,,
1673,7/7/2014,03:06.5,9595,,
1674,7/7/2014,03:51.0,9596,,
1675,7/7/2014,04:20.0,9597,,
1676,7/7/2014,05:11.5,9598,,
1677,7/7/2014,05:29.5,9599,,
1678,7/7/2014,05:38.0,9600,,
1679,7/7/2014,05:49.5,9601,,
1680,7/7/2014,06:00.5,9602,,
1681,7/7/2014,06:14.5,9603,,
1682,7/7/2014,06:29.0,9604,,
1683,7/7/2014,06:46.5,9605,,
1684,7/7/2014,07:06.5,9606,,
1685,7/7/2014,07:32.5,9607,,
1686,7/7/2014,08:11.5,9608,,
1687,7/7/2014,08:28.5,9609,,
1688,7/7/2014,08:46.5,9610,,
1689,7/7/2014,09:11.0,9611,,
1690,7/7/2014,09:30.0,9612,,
1691,7/7/2014,09:47.0,9613,,
1692,7/7/2014,10:05.5,9614,,
1693,7/7/2014,10:21.5,9615,,
1694,7/7/2014,10:48.5,9616,,
1695,7/7/2014,11:21.0,9617,,
1696,7/7/2014,11:47.5,9618,,
1697,7/7/2014,12:17.0,9619,,
1698,7/7/2014,12:45.0,9620,,
1699,7/7/2014,13:07.5,9621,,
1700,7/7/2014,13:32.0,9622,,
1701,7/7/2014,13:44.5,9623,,
1702,7/7/2014,14:03.0,9624,,
1703,7/7/2014,14:48.5,9625,,
1704,7/7/2014,15:27.0,9626,,
1705,7/7/2014,16:26.5,9627,,
1706,7/7/2014,16:48.5,9628,,
1707,7/7/2014,17:08.0,9629,,
1708,7/7/2014,17:26.5,9630,,
1709,7/7/2014,17:50.5,9631,,
1710,7/7/2014,18:14.0,9632,,
1711,7/7/2014,18:38.0,9633,,
1712,7/7/2014,19:03.0,9634,,
1713,7/7/2014,20:00.0,9635,,
1714,7/7/2014,21:04.5,9636,,
1715,7/7/2014,22:48.0,9637,,
1716,7/7/2014,23:36.0,9638,,
1717,7/7/2014,24:38.5,9639,,
1718,7/7/2014,25:16.5,9640,,
1719,7/7/2014,26:06.5,9641,,
1720,7/7/2014,27:07.5,9642,,
1721,7/7/2014,28:07.0,9643,,
1722,7/7/2014,29:53.0,9644,,
1723,7/7/2014,34:25.0,9645,,
1724,7/7/2014,39:43.5,9646,,
1725,7/8/2014,57:23.5,9647,,
1726,7/8/2014,59:20.5,9648,,
1727,7/8/2014,00:10.5,9649,,
1728,7/8/2014,00:57.0,9650,,
1729,7/8/2014,01:47.5,9651,,
1730,7/8/2014,02:19.5,9652,,
1731,7/8/2014,02:48.5,9653,,
1732,7/8/2014,03:14.0,9654,,
1733,7/8/2014,03:44.5,9655,,
1734,7/8/2014,04:09.5,9656,,
1735,7/8/2014,04:25.0,9657,,
1736,7/8/2014,04:47.5,9658,,
1737,7/8/2014,05:13.0,9659,,
1738,7/8/2014,06:02.0,9660,,
1739,7/8/2014,06:39.0,9661,,
1740,7/8/2014,07:11.0,9662,,
1741,7/8/2014,08:22.0,9663,,
1742,7/8/2014,08:57.0,9664,,
1743,7/8/2014,10:16.0,9665,,
1744,7/8/2014,11:04.5,9666,,
1745,7/8/2014,12:18.5,9667,,
1746,7/8/2014,12:55.5,9668,,
1747,7/8/2014,13:41.5,9669,,
1748,7/8/2014,14:07.0,9670,,
1749,7/8/2014,14:23.0,9671,,
1750,7/8/2014,14:41.5,9672,,
1751,7/8/2014,14:58.0,9673,,
1752,7/8/2014,15:12.0,9674,,
1753,7/8/2014,15:34.5,9675,,
1754,7/8/2014,16:05.0,9676,,
1755,7/8/2014,17:24.0,9677,,
1756,7/8/2014,18:27.5,9678,,
1757,7/8/2014,20:15.5,9679,,
1758,7/8/2014,21:34.0,9680,,
1759,7/8/2014,22:46.0,9681,,
1760,7/8/2014,24:07.5,9682,,
1761,7/8/2014,25:35.0,9683,,
1762,7/8/2014,27:06.5,9684,,
1763,7/8/2014,29:42.5,9685,,
1764,7/8/2014,32:03.0,9686,,
1765,7/8/2014,36:48.5,9687,,
1766,7/8/2014,37:38.0,9688,,
1767,7/8/2014,38:53.0,9689,,
1768,7/8/2014,40:09.5,9690,,
1769,7/8/2014,41:59.0,9691,,
1770,7/8/2014,43:34.5,9692,,
1771,7/8/2014,39:27.5,9693,,
1772,7/8/2014,45:54.5,9694,,
1773,7/8/2014,02:26.5,9695,,
1774,7/8/2014,36:36.0,9696,,
1775,7/9/2014,23:57.0,9697,,
